Gene	r	p	Name
SLC31A1	0.31	0.0383	solute carrier family 31 member 1
EGLN1	0.31	0.0384	egl-9 family hypoxia inducible factor 1
HIVEP3	-0.31	0.0384	HIVEP zinc finger 3
LARP1	0.31	0.0385	La ribonucleoprotein 1, translational regulator
SMG7	0.31	0.0385	SMG7 nonsense mediated mRNA decay factor
RECQL4	0.31	0.0385	RecQ like helicase 4
STAG1	-0.31	0.0385	stromal antigen 1
VAX2	-0.346	0.0387	ventral anterior homeobox 2
C5orf45	-0.4	0.0387	MRN complex interacting protein
KCND2	-0.692	0.0387	potassium voltage-gated channel subfamily D member 2
PCGF3	0.309	0.0387	polycomb group ring finger 3
SPINT1	0.309	0.0388	serine peptidase inhibitor, Kunitz type 1
CDKN2A	-0.309	0.0388	cyclin dependent kinase inhibitor 2A
FGD6	0.309	0.0389	FYVE, RhoGEF and PH domain containing 6
NAIF1	0.309	0.039	nuclear apoptosis inducing factor 1
NSD1	0.309	0.0392	nuclear receptor binding SET domain protein 1
THNSL1	-0.308	0.0392	threonine synthase like 1
ZC3H6	-0.308	0.0393	zinc finger CCCH-type containing 6
ERCC2	0.308	0.0393	ERCC excision repair 2, TFIIH core complex helicase subunit
PIN1	-0.308	0.0393	peptidylprolyl cis/trans isomerase, NIMA-interacting 1
RAB3GAP2	0.308	0.0394	RAB3 GTPase activating non-catalytic protein subunit 2
DEPDC5	-0.308	0.0395	DEP domain containing 5, GATOR1 subcomplex subunit
PSMB4	-0.308	0.0395	proteasome 20S subunit beta 4
PELI1	-0.308	0.0396	pellino E3 ubiquitin protein ligase 1
SEC23A	0.308	0.0397	SEC23 homolog A, COPII coat complex component
LIMS1	0.308	0.0397	LIM zinc finger domain containing 1
AASS	-0.308	0.0398	aminoadipate-semialdehyde synthase
ARHGEF10L	-0.308	0.0398	Rho guanine nucleotide exchange factor 10 like
PLD2	-0.307	0.0399	phospholipase D2
C1orf56	-0.689	0.0401	chromosome 1 open reading frame 56
SULT1C2	0.307	0.0402	sulfotransferase family 1C member 2
SLIRP	0.307	0.0402	SRA stem-loop interacting RNA binding protein
DPYSL2	-0.307	0.0403	dihydropyrimidinase like 2
CNTROB	-0.307	0.0404	centrobin, centriole duplication and spindle assembly protein
ZNF358	-0.397	0.0404	zinc finger protein 358
ASCC2	0.307	0.0405	activating signal cointegrator 1 complex subunit 2
FBXO17	-0.397	0.0405	F-box protein 17
BIRC6	0.307	0.0405	baculoviral IAP repeat containing 6
ZFAND5	0.306	0.0407	zinc finger AN1-type containing 5
DQX1	0.688	0.0407	DEAQ-box RNA dependent ATPase 1
MDM1	-0.306	0.0409	Mdm1 nuclear protein
LY75	-0.306	0.041	lymphocyte antigen 75
ZNF865	0.306	0.041	zinc finger protein 865
RPAIN	-0.306	0.0411	RPA interacting protein
GATA6	0.396	0.0411	GATA binding protein 6
BCAP29	0.306	0.0411	B cell receptor associated protein 29
BTBD8	-0.342	0.0411	BTB domain containing 8
GRAMD4	0.306	0.0411	GRAM domain containing 4
UBR3	0.306	0.0411	ubiquitin protein ligase E3 component n-recognin 3
AMMECR1	0.686	0.0412	AMMECR nuclear protein 1
ERGIC1	0.305	0.0413	endoplasmic reticulum-golgi intermediate compartment 1
SARS	-0.305	0.0414	seryl-tRNA synthetase 1
PHF8	0.305	0.0415	PHD finger protein 8
ITGA3	0.305	0.0415	integrin subunit alpha 3
SLC2A10	0.305	0.0415	solute carrier family 2 member 10
PHKA1	0.305	0.0415	phosphorylase kinase regulatory subunit alpha 1
FEM1A	-0.341	0.0416	fem-1 homolog A
GTF2IRD1	0.309	0.0416	GTF2I repeat domain containing 1
ANKRD26	-0.305	0.0417	ankyrin repeat domain containing 26
CBWD2	0.305	0.0417	Zn regulated GTPase metalloprotein activator 1B
SCGB2A1	0.395	0.0417	secretoglobin family 2A member 1
MTMR2	-0.305	0.0418	myotubularin related protein 2
VHL	0.341	0.0418	von Hippel-Lindau tumor suppressor
TEP1	0.305	0.0418	telomerase associated protein 1
C6orf163	0.685	0.0419	chromosome 6 open reading frame 163
LCORL	0.341	0.042	ligand dependent nuclear receptor corepressor like
ADAM19	0.684	0.0421	ADAM metallopeptidase domain 19
PDE8B	0.304	0.0421	phosphodiesterase 8B
