Gene	p avg	Name
SRBD1	0.31182	S1 RNA binding domain 1
SMG5	0.3118462904731034	SMG5 nonsense mediated mRNA decay factor
SSX1	0.31184999999999996	SSX family member 1
DBNDD1	0.31185	dysbindin domain containing 1
LINC00992	0.3118841503543629	long intergenic non-protein coding RNA 992
FXYD2	0.31197851685475514	FXYD domain containing ion transport regulator 2
POFUT2	0.312	protein O-fucosyltransferase 2
KRT38	0.312	keratin 38
C2orf57	0.312	testis expressed 44
DEFB103B	0.312	defensin beta 103B
TCL6	0.312	T cell leukemia/lymphoma 6
ACTL7B	0.31200000000000006	actin like 7B
AKAP9	0.3120161073736397	A-kinase anchoring protein 9
DYNLT3	0.3120735533649275	dynein light chain Tctex-type 3
TLE1	0.3121	TLE family member 1, transcriptional corepressor
IL12A	0.3122246836193999	interleukin 12A
EPB41L4A-AS1	0.3122381437023876	EPB41L4A antisense RNA 1
COMMD10	0.3122781229522026	COMM domain containing 10
LYRM1	0.31228530273696364	LYR motif containing 1
LOC100129316	0.31229872668249936	uncharacterized LOC100129316(LOC100129316)
GNRH2	0.3123101968149957	gonadotropin releasing hormone 2
IAH1	0.31235	isoamyl acetate hydrolyzing esterase 1 (putative)
DNAAF2	0.312380989527015	dynein axonemal assembly factor 2
HGS	0.3123858582993992	hepatocyte growth factor-regulated tyrosine kinase substrate
C7orf55	0.31239977356676046	formation of mitochondrial complex V assembly factor 1 homolog
RHPN1-AS1	0.31242495530906245	RHPN1 antisense RNA 1 (head to head)
RNASET2	0.3125	ribonuclease T2
NDUFV3	0.3125	NADH:ubiquinone oxidoreductase subunit V3
CAMTA1	0.3125	calmodulin binding transcription activator 1
ZNF277	0.3125	zinc finger protein 277
PKD1L2	0.3125	polycystin 1 like 2 (gene/pseudogene)
RABAC1	0.3125	Rab acceptor 1
ALDH18A1	0.3125193691071007	aldehyde dehydrogenase 18 family member A1
APOL3	0.3125770538865009	apolipoprotein L3
CCL3L3	0.31265530987287876	C-C motif chemokine ligand 3 like 3
NRSN1	0.31267523326089003	neurensin 1
MOG	0.3126754849263073	myelin oligodendrocyte glycoprotein
KRTAP2-1	0.31270770130736947	keratin associated protein 2-1
ZFPM2	0.31274500102231856	zinc finger protein, FOG family member 2
LIPF	0.3127534605658794	lipase F, gastric type
AQP8	0.31279999999999997	aquaporin 8
RAB21	0.31289426206042525	RAB21, member RAS oncogene family
DNASE2B	0.3129346091842767	deoxyribonuclease 2 beta
ANKRD20A5P	0.3129857311038166	ankyrin repeat domain 20 family member A5, pseudogene
GALNT8	0.3129889928635031	polypeptide N-acetylgalactosaminyltransferase 8
KCNC4	0.313	potassium voltage-gated channel subfamily C member 4
SMTNL2	0.313	smoothelin like 2
LMO2	0.313	LIM domain only 2
PGA5	0.313	pepsinogen A5
LINC00260	0.3130863700372693	long intergenic non-protein coding RNA 260
GAL3ST3	0.3131077684536397	galactose-3-O-sulfotransferase 3
TLR5	0.31311456364301926	toll like receptor 5
TADA2A	0.31312282669340213	transcriptional adaptor 2A
FRMPD1	0.3131305562823039	FERM and PDZ domain containing 1
SIRT7	0.313215	sirtuin 7
FAM230B	0.31324490169739405	family with sequence similarity 230 member B
LOC100132078	0.31327049153658726	uncharacterized LOC100132078(LOC100132078)
TMSB4X	0.31335467757734675	thymosin beta 4 X-linked
RFX2	0.3134642105971225	regulatory factor X2
UTP6	0.31347037324817684	UTP6 small subunit processome component
SGSM2	0.31348	small G protein signaling modulator 2
MRAP	0.3135	melanocortin 2 receptor accessory protein
SUV39H2	0.3135	SUV39H2 histone lysine methyltransferase
AADAC	0.3135	arylacetamide deacetylase
GPA33	0.3135445860310754	glycoprotein A33
ABLIM3	0.31358523079193434	actin binding LIM protein family member 3
SLAMF9	0.3135878060262917	SLAM family member 9
LOC283177	0.31360687614595467	B3GAT1 divergent transcript
KRT71	0.3136420089726093	keratin 71
GTF3C2	0.3136939402677755	general transcription factor IIIC subunit 2
CPSF2	0.31372429984946065	cleavage and polyadenylation specific factor 2
CCNL1	0.31375	cyclin L1
ZNF614	0.31375000000000003	zinc finger protein 614
MYPOP	0.31378840990426726	Myb related transcription factor, partner of profilin
THSD1	0.3137912205804935	thrombospondin type 1 domain containing 1
HN1	0.3138268785236326	Jupiter microtubule associated homolog 1
CRISP1	0.31383157927207106	cysteine rich secretory protein 1
VWC2	0.31383578868527606	von Willebrand factor C domain containing 2
LOC401320	0.31393658805331043	
SNORA24	0.31393871154041775	small nucleolar RNA, H/ACA box 24
CCDC58	0.31399999999999995	mitochondrial matrix import factor 23
SLC25A13	0.314	solute carrier family 25 member 13
H2AFV	0.314	H2A.Z variant histone 2
WDR83OS	0.3140044544438723	WD repeat domain 83 opposite strand
S1PR5	0.31400826034099427	sphingosine-1-phosphate receptor 5
MATN1	0.3141235	matrilin 1
BUB1	0.3141939805234961	BUB1 mitotic checkpoint serine/threonine kinase
ZNF598	0.3142519381734573	zinc finger protein 598, E3 ubiquitin ligase
E2F3	0.31426709445745815	E2F transcription factor 3
MT1L	0.31433181509232044	metallothionein 1L, pseudogene
IFI27L1	0.31442741077722425	interferon alpha inducible protein 27 like 1
MYL3	0.31443973965546823	myosin light chain 3
COPE	0.31445943880087623	COPI coat complex subunit epsilon
PCDHB15	0.3145	protocadherin beta 15
FNTB	0.31451136579858385	farnesyltransferase, CAAX box, beta
EIF4E1B	0.314541957487772	eukaryotic translation initiation factor 4E family member 1B
SSUH2	0.3145879670258897	ssu-2 homolog
MGC16275	0.31462269896280903	uncharacterized protein MGC16275(MGC16275)
LMAN1L	0.31463496358495485	lectin, mannose binding 1 like
CACNA1G	0.31467281878726117	calcium voltage-gated channel subunit alpha1 G
LRIG2	0.3146938863774317	leucine rich repeats and immunoglobulin like domains 2
SH3BGRL3	0.3147	SH3 domain binding glutamate rich protein like 3
VCPIP1	0.31470588747117195	valosin containing protein interacting protein 1
MSANTD4	0.3147387778886076	Myb/SANT DNA binding domain containing 4 with coiled-coils
GPR75	0.3147627190586591	G protein-coupled receptor 75
MRPL22	0.3148008671461888	mitochondrial ribosomal protein L22
HIST2H2AC	0.31482435521871305	H2A clustered histone 20
SPDYE5	0.314866947150314	speedy/RINGO cell cycle regulator family member E5
PNLIPRP3	0.3148704619322261	pancreatic lipase related protein 3
LPAR6	0.3148980492553335	lysophosphatidic acid receptor 6
HAVCR2	0.31493528098663104	hepatitis A virus cellular receptor 2
KCNH6	0.3149543617590607	potassium voltage-gated channel subfamily H member 6
HEXA-AS1	0.3149638932352228	HEXA antisense RNA 1
KLHL41	0.3149669773931789	kelch like family member 41
FMR1	0.315	fragile X messenger ribonucleoprotein 1
TOMM40L	0.315	translocase of outer mitochondrial membrane 40 like
NARG2	0.315	interactor of little elongation complex ELL subunit 2
SCG5	0.315	secretogranin V
SCNM1	0.315	sodium channel modifier 1
PTER	0.315	phosphotriesterase related
LOH12CR2	0.315	loss of heterozygosity on chromosome 12, region 2
SCARA3	0.31500731075671695	scavenger receptor class A member 3
LHFPL2	0.31503043849088486	LHFPL tetraspan subfamily member 2
SNORD8	0.3150523158349769	small nucleolar RNA, C/D box 8
ATOX1	0.31511811517035393	antioxidant 1 copper chaperone
PUF60	0.31512395455393605	poly(U) binding splicing factor 60
TMPRSS11BNL	0.3153976836710468	TMPRSS11B N-terminal like, pseudogene
CAPN15	0.3154117135144252	calpain 15
LOC101928682	0.31547615726079725	uncharacterized LOC101928682(LOC101928682)
GSPT2	0.3155	G1 to S phase transition 2
LMO1	0.3155	LIM domain only 1
SEPTIN10	0.31555	septin 10
MTTP	0.31557413676785295	microsomal triglyceride transfer protein
PPP1R3G	0.31560877315552904	protein phosphatase 1 regulatory subunit 3G
ATP7A	0.3156128841874806	ATPase copper transporting alpha
MANSC1	0.31562095571911586	MANSC domain containing 1
E2F8	0.3156357906619295	E2F transcription factor 8
IZUMO1	0.31568702832531703	izumo sperm-egg fusion 1
ZNF600	0.315762248785369	zinc finger protein 600
SOX2-OT	0.3157687639996482	SOX2 overlapping transcript
KRT19P2	0.3157752488642221	keratin 19 pseudogene 2
MYNN	0.31580100753474216	myoneurin
ZBTB34	0.31587746866189753	zinc finger and BTB domain containing 34
IRF4	0.3159618630223678	interferon regulatory factor 4
HERC6	0.31597411290784766	HECT and RLD domain containing E3 ubiquitin protein ligase family member 6
PCDHB6	0.3159815739885228	protocadherin beta 6
CRYBB1	0.3159967190520191	crystallin beta B1
LIG4	0.316	DNA ligase 4
TSPAN14	0.316	tetraspanin 14
MAGIX	0.3160254575655853	MAGI family member, X-linked
UBE2U	0.31603062990357295	ubiquitin conjugating enzyme E2 U
OR2B6	0.31607119937076594	olfactory receptor family 2 subfamily B member 6
ROBO2	0.3161106310169974	roundabout guidance receptor 2
DUSP27	0.31615000000000004	serine/threonine/tyrosine interacting like 2
FAM13A	0.31626907644924496	family with sequence similarity 13 member A
KLK3	0.3163179638975432	kallikrein related peptidase 3
SCXB	0.31635230452058544	scleraxis bHLH transcription factor
KTI12	0.316382995410892	KTI12 chromatin associated homolog
PTRHD1	0.3164133293573574	peptidyl-tRNA hydrolase domain containing 1
CXorf36	0.3164172829390806	divergent protein kinase domain 2B
TRIP13	0.3164258228212496	thyroid hormone receptor interactor 13
SLC25A19	0.3164293165357517	solute carrier family 25 member 19
DCAF12L1	0.3164371862461469	DDB1 and CUL4 associated factor 12 like 1
HIST2H3D	0.3165	H3 clustered histone 13
SEC13	0.3165	SEC13 homolog, nuclear pore and COPII coat complex component
METTL9	0.3165	methyltransferase like 9
CLEC1A	0.3165	C-type lectin domain family 1 member A
POU4F3	0.3165	POU class 4 homeobox 3
MMP27	0.3165	matrix metallopeptidase 27
PDE3A	0.3165	phosphodiesterase 3A
COL15A1	0.3165328062833228	collagen type XV alpha 1 chain
MED6	0.3165687659742899	mediator complex subunit 6
HTR2C	0.31657305604366603	5-hydroxytryptamine receptor 2C
OR2T33	0.3165923733367718	olfactory receptor family 2 subfamily T member 33
DEFB126	0.31660080758966225	defensin beta 126
LOC646268	0.3166045735633007	
AAAS	0.3167104907932947	aladin WD repeat nucleoporin
SAMD13	0.31672778767241544	sterile alpha motif domain containing 13
ZAR1L	0.31676573819728615	zygote arrest 1 like
DHX58	0.31679534057906267	DExH-box helicase 58
LIMS3-LOC440895	0.3167968769690553	LIMS3-LOC440895 readthrough(LIMS3-LOC440895)
LOC100128554	0.3168475571899896	
ADAM28	0.31684967176691115	ADAM metallopeptidase domain 28
GPR161	0.31684999999999997	G protein-coupled receptor 161
EIF1	0.3168540134967565	eukaryotic translation initiation factor 1
LOC286238	0.31685619116543917	
TFAP2D	0.31693980537119043	transcription factor AP-2 delta
DLEU2	0.3169755	deleted in lymphocytic leukemia 2
CELA2A	0.31698313177880694	chymotrypsin like elastase 2A
LOC391322	0.3169859212746733	D-dopachrome tautomerase-like(LOC391322)
TAPT1	0.31699999999999995	transmembrane anterior posterior transformation 1
CDC42BPA	0.317	CDC42 binding protein kinase alpha
TDRD3	0.31702272936152087	tudor domain containing 3
FAM25C	0.3170540193889033	family with sequence similarity 25 member C
SCN1B	0.3170818753731583	sodium voltage-gated channel beta subunit 1
GEMIN6	0.31715	gem nuclear organelle associated protein 6
CDCP1	0.3171617370157764	CUB domain containing protein 1
FCHO2	0.317199845495231	FCH and mu domain containing endocytic adaptor 2
SORD	0.3172	sorbitol dehydrogenase
KCNE4	0.3172539579242154	potassium voltage-gated channel subfamily E regulatory subunit 4
CAB39	0.3172721263007743	calcium binding protein 39
ANKRD62	0.317283673953636	ankyrin repeat domain 62
C10orf91	0.317289971594025	long intergenic non-protein coding RNA 2870
PLCD3	0.31742017787010474	phospholipase C delta 3
KRT84	0.3175	keratin 84
NOTCH2NL	0.3175	notch 2 N-terminal like A
CCT6P1	0.3175	chaperonin containing TCP1 subunit 6 pseudogene 1
VEGFB	0.3175201744701025	vascular endothelial growth factor B
OR6S1	0.3175996120201894	olfactory receptor family 6 subfamily S member 1
CHL1	0.31766988156429	cell adhesion molecule L1 like
HCK	0.3177764116441949	HCK proto-oncogene, Src family tyrosine kinase
GM140	0.3177858560059942	long intergenic non-protein coding RNA 1699
NDNL2	0.31779707190208867	NSE3 homolog, SMC5-SMC6 complex component
TAS2R14	0.3178234735922041	taste 2 receptor member 14
CPLX1	0.31791858960858	complexin 1
GAPDH	0.31799784278696114	glyceraldehyde-3-phosphate dehydrogenase
NAGLU	0.318	N-acetyl-alpha-glucosaminidase
ELAC2	0.318	elaC ribonuclease Z 2
PTGIS	0.318	prostaglandin I2 synthase
CBL	0.318	Cbl proto-oncogene
WDFY2	0.31803650240316456	WD repeat and FYVE domain containing 2
CHAMP1	0.3180849442654177	chromosome alignment maintaining phosphoprotein 1
CCT7	0.3181067792984266	chaperonin containing TCP1 subunit 7
C22orf24	0.318135	YWHAH antisense RNA 1
MSH3	0.31815000000000004	mutS homolog 3
EMILIN3	0.31815000000000004	elastin microfibril interfacer 3
EPYC	0.3181519835647831	epiphycan
EMC3-AS1	0.31815292472765905	EMC3 antisense RNA 1
TSPYL2	0.31816817389747587	TSPY like 2
ACTN3	0.31819156074543087	actinin alpha 3
PART1	0.318215	prostate androgen-regulated transcript 1
UNQ6494	0.3182425167559594	
WDFY3-AS2	0.3182458354608601	WDFY3 antisense RNA 2
YWHAB	0.31825947575777186	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta
FGF7	0.31832677935250614	fibroblast growth factor 7
COQ3	0.31833751745483185	coenzyme Q3, methyltransferase
LINC00954	0.318357527439331	long intergenic non-protein coding RNA 954
PTTG2	0.3183815776430833	pituitary tumor-transforming 2
UBE2K	0.3184052417721789	ubiquitin conjugating enzyme E2 K
BICC1	0.3184364116255471	BicC family RNA binding protein 1
ATAD2B	0.3184381908713034	ATPase family AAA domain containing 2B
UGT1A1	0.3185	UDP glucuronosyltransferase family 1 member A1
BTN1A1	0.3185994899894144	butyrophilin subfamily 1 member A1
PCDHA9	0.31863363911613385	protocadherin alpha 9
CNOT6L	0.31863563857198374	CCR4-NOT transcription complex subunit 6 like
TTF1	0.31865	transcription termination factor 1
TEKT4	0.31868827199089955	tektin 4
FIGLA	0.3187	folliculogenesis specific bHLH transcription factor
CADM2	0.31871905318170324	cell adhesion molecule 2
KRT31	0.3188309088485517	keratin 31
PEPD	0.3188459401996435	peptidase D
BPIFB1	0.31884680181577557	BPI fold containing family B member 1
DNMT1	0.3188704915069045	DNA methyltransferase 1
NR2F2-AS1	0.3188979524549911	NR2F2 antisense RNA 1
TMED7	0.3189	transmembrane p24 trafficking protein 7
MPP6	0.3189217190352009	protein associated with LIN7 2, MAGUK p55 family member
ZNF469	0.3189441151101242	zinc finger protein 469
TMEM52	0.318985	transmembrane protein 52
USP4	0.318992758471208	ubiquitin specific peptidase 4
FAM127A	0.319	retrotransposon Gag like 8C
CARD10	0.319	caspase recruitment domain family member 10
MARCHF10	0.319	membrane associated ring-CH-type finger 10
LUM	0.319	lumican
PMS2CL	0.319	PMS2 C-terminal like pseudogene
CLEC2L	0.31900608711605904	C-type lectin domain family 2 member L
KLHL36	0.3190703385860138	kelch like family member 36
UNC13A	0.3191530892677064	unc-13 homolog A
SRSF11	0.31923260093238437	serine and arginine rich splicing factor 11
WDR86-AS1	0.31923606243102837	WDR86 antisense RNA 1
DHRS4L1	0.31923618274284293	dehydrogenase/reductase 4 like 1 (pseudogene)
PXYLP1	0.31925437511180355	2-phosphoxylose phosphatase 1
FAM84A	0.3192805672054541	LRAT domain containing 1
AKAP13	0.3192835235065739	A-kinase anchoring protein 13
KDM5D	0.3193065366283112	lysine demethylase 5D
KCNIP2-AS1	0.3193392424922813	KCNIP2 antisense RNA 1
TAF1A	0.3193750813826463	TATA-box binding protein associated factor, RNA polymerase I subunit A
ZNF283	0.3193793335186602	zinc finger protein 283
ARHGAP5-AS1	0.31942083233879043	ARHGAP5 antisense RNA 1 (head to head)
PTPRO	0.3194626694212158	protein tyrosine phosphatase receptor type O
KLF4	0.31949506353957957	Kruppel like factor 4
CCDC68	0.3195	coiled-coil domain containing 68
FAM173B	0.3195	ATP synthase c subunit lysine N-methyltransferase
OR52B4	0.3195	olfactory receptor family 52 subfamily B member 4
SNX9	0.3195	sorting nexin 9
CLN5	0.3195184972105511	CLN5 intracellular trafficking protein
OIP5-AS1	0.3196244019722583	OIP5 antisense RNA 1
ZNF169	0.31964484132193677	zinc finger protein 169
TACSTD2	0.31970000000000004	tumor associated calcium signal transducer 2
GLRB	0.31975922101869164	glycine receptor beta
ATXN1L	0.3198371955833326	ataxin 1 like
VPS13A	0.3198662368099001	vacuolar protein sorting 13 homolog A
SLC37A3	0.3199025375665492	solute carrier family 37 member 3
TAF12	0.3199275212853312	TATA-box binding protein associated factor 12
CSRNP3	0.3199552833212067	cysteine and serine rich nuclear protein 3
TPMT	0.32	thiopurine S-methyltransferase
JDP2	0.32	Jun dimerization protein 2
ABTB2	0.32	ankyrin repeat and BTB domain containing 2
GPR101	0.32	G protein-coupled receptor 101
PLEK2	0.3200581709624831	pleckstrin 2
PODXL2	0.32007219381785573	podocalyxin like 2
METTL21C	0.32015286592047465	methyltransferase 21C, AARS1 lysine
FADS2	0.3202062058868168	fatty acid desaturase 2
DCDC2B	0.32022771954804463	doublecortin domain containing 2B
CNPY2	0.32025524628036117	canopy FGF signaling regulator 2
TINF2	0.32029123390195363	TERF1 interacting nuclear factor 2
NCBP1	0.3203906888968115	nuclear cap binding protein subunit 1
PDE1A	0.3205	phosphodiesterase 1A
ZNF271	0.3205	zinc finger protein 271, pseudogene
SLC12A6	0.3205	solute carrier family 12 member 6
API5	0.3205299883620715	apoptosis inhibitor 5
TSG101	0.3206258035725246	tumor susceptibility 101
CPSF4	0.3207	cleavage and polyadenylation specific factor 4
ASMTL-AS1	0.32071099422716864	ASMTL antisense RNA 1
TNNI3K	0.32074661235724905	TNNI3 interacting kinase
AKR1C1	0.32081640803310435	aldo-keto reductase family 1 member C1
NXPE3	0.320828667435645	neurexophilin and PC-esterase domain family member 3
AFF3	0.32085	AF4/FMR2 family member 3
GORASP1	0.3208981534149656	golgi reassembly stacking protein 1
PRG1	0.3209179081991574	immediate early response 3
CDK11A	0.3209181952029613	cyclin dependent kinase 11A
ANP32AP1	0.32094554170577777	acidic nuclear phosphoprotein 32 family member A pseudogene 1
UBE2L6	0.32099701928177377	ubiquitin conjugating enzyme E2 L6
ADAM19	0.3209994627549461	ADAM metallopeptidase domain 19
URB2	0.321	URB2 ribosome biogenesis homolog
BMPR2	0.321	bone morphogenetic protein receptor type 2
SOD3	0.3210676229462379	superoxide dismutase 3
HCN1	0.32109762970245903	hyperpolarization activated cyclic nucleotide gated potassium channel 1
STAT2	0.32110000000000005	signal transducer and activator of transcription 2
LCE2B	0.32111338223092967	late cornified envelope 2B
BHMT	0.32112311772920726	betaine--homocysteine S-methyltransferase
DPP10	0.3211446478371612	dipeptidyl peptidase like 10
KIF20A	0.3211815994703471	kinesin family member 20A
CEP95	0.3212481916302926	centrosomal protein 95
SLC27A5	0.32129375784256914	solute carrier family 27 member 5
ZNF280C	0.32130124420190054	zinc finger protein 280C
POLR2L	0.32130448193918354	RNA polymerase II, I and III subunit L
NUDT15	0.3213398692775298	nudix hydrolase 15
CHP1	0.32135069253228193	calcineurin like EF-hand protein 1
NTRK1	0.321397528884508	neurotrophic receptor tyrosine kinase 1
OR4F6	0.3214113653142455	olfactory receptor family 4 subfamily F member 6
HTRA2	0.3214424887508491	HtrA serine peptidase 2
ACSS3	0.3215	acyl-CoA synthetase short chain family member 3
EPHA2	0.3215	EPH receptor A2
C3orf84	0.32153511787840583	chromosome 3 open reading frame 84
HPGDS	0.32155	hematopoietic prostaglandin D synthase
ARHGAP18	0.3215882221374634	Rho GTPase activating protein 18
SETD3	0.3216126514539687	SET domain containing 3, actin histidine methyltransferase
BAGE	0.3216742965474199	B melanoma antigen
LRRC57	0.3216753877335017	leucine rich repeat containing 57
CELA3A	0.32179126331968305	chymotrypsin like elastase 3A
NOD2	0.32183802833713043	nucleotide binding oligomerization domain containing 2
PPP1R9A	0.32186723098246584	protein phosphatase 1 regulatory subunit 9A
C11orf1	0.32189596231963147	chromosome 11 open reading frame 1
CCNH	0.3219485916880921	cyclin H
ABCA10	0.3219851122749207	ATP binding cassette subfamily A member 10
PHYHD1	0.322	phytanoyl-CoA dioxygenase domain containing 1
TRIM21	0.322	tripartite motif containing 21
IGSF6	0.322	immunoglobulin superfamily member 6
CES2	0.322	carboxylesterase 2
ORAOV1	0.32204927186219917	LTO1 maturation factor of ABCE1
ZC2HC1B	0.32207203643011995	zinc finger C2HC-type containing 1B
ELOVL6	0.3221029631149195	ELOVL fatty acid elongase 6
CEBPE	0.3221090519056009	CCAAT enhancer binding protein epsilon
SUV420H2	0.32215	lysine methyltransferase 5C
FAM107B	0.3221519890447968	family with sequence similarity 107 member B
MET	0.32220676865182846	MET proto-oncogene, receptor tyrosine kinase
ODF3B	0.3222564491562599	outer dense fiber of sperm tails 3B
RBP1	0.3222734662752772	retinol binding protein 1
CLTCL1	0.32228902294132405	clathrin heavy chain like 1
OR2A12	0.32236783719200424	olfactory receptor family 2 subfamily A member 12
PKP3	0.32239545356343585	plakophilin 3
CCL4L2	0.32240527522573975	C-C motif chemokine ligand 4 like 2
MYEOV	0.3224604117771038	myeloma overexpressed
CELF2	0.3224950823440249	CUGBP Elav-like family member 2
ITLN2	0.3225	intelectin 2
RBMXL2	0.32267297001754763	RBMX like 2
ALLC	0.32269873484255684	allantoicase
ZNF141	0.32275064434201806	zinc finger protein 141
CDC42EP5	0.32283540386298487	CDC42 effector protein 5
SDHA	0.32287388512552245	succinate dehydrogenase complex flavoprotein subunit A
MECP2	0.32290432157709004	methyl-CpG binding protein 2
C1orf100	0.3229575265462462	chromosome 1 open reading frame 100
HAPLN4	0.3229611724394347	hyaluronan and proteoglycan link protein 4
ZNF343	0.3229749241318184	zinc finger protein 343
RCN1	0.32299999999999995	reticulocalbin 1
APP	0.323	amyloid beta precursor protein
CCDC114	0.32307645568493487	outer dynein arm docking complex subunit 1
XRCC6BP1	0.3231376789749437	ATP23 metallopeptidase and ATP synthase assembly factor homolog
MOGS	0.3231987623332472	mannosyl-oligosaccharide glucosidase
CDH11	0.32325	cadherin 11
LY6G6C	0.3233239217064485	lymphocyte antigen 6 family member G6C
CGNL1	0.32334302005769683	cingulin like 1
RSPO1	0.32337063801369625	R-spondin 1
ZC3HAV1L	0.3234030368330563	zinc finger CCCH-type containing, antiviral 1 like
POLE2	0.32346923966563906	DNA polymerase epsilon 2, accessory subunit
BIRC5	0.3234889707983587	baculoviral IAP repeat containing 5
DYNC1LI2	0.3235	dynein cytoplasmic 1 light intermediate chain 2
PPP1R2P3	0.3235	PPP1R2 family member B
ARHGAP31	0.3235	Rho GTPase activating protein 31
UNC5CL	0.3235	unc-5 family C-terminal like
LOC154872	0.3235140962070195	
NXPE4	0.3235188422633966	neurexophilin and PC-esterase domain family member 4
C1QTNF5	0.3235584217217044	C1q and TNF related 5
ZFP30	0.32357094237382444	ZFP30 zinc finger protein
NAA20	0.3235798394068917	N-alpha-acetyltransferase 20, NatB catalytic subunit
TOLLIP	0.3237	toll interacting protein
TBC1D22A	0.32374652767104595	TBC1 domain family member 22A
SMOC2	0.3238056427603302	SPARC related modular calcium binding 2
ARPC1A	0.3238836740303224	actin related protein 2/3 complex subunit 1A
ITIH6	0.3238858439980765	inter-alpha-trypsin inhibitor heavy chain family member 6
DLG1	0.3239189571667741	discs large MAGUK scaffold protein 1
FAM185A	0.32392095946548427	family with sequence similarity 185 member A
NEK9	0.32395774060898264	NIMA related kinase 9
TTN	0.3239588932154843	titin
LST1	0.3239745561070501	leukocyte specific transcript 1
CALB2	0.324	calbindin 2
U2AF2	0.324	U2 small nuclear RNA auxiliary factor 2
CBX4	0.324	chromobox 4
IFFO1	0.324	intermediate filament family orphan 1
SRSF7	0.32410175551037695	serine and arginine rich splicing factor 7
ARL16	0.32411	ADP ribosylation factor like GTPase 16
CPSF4L	0.3241463179143914	cleavage and polyadenylation specific factor 4 like
TRIM4	0.3241725871160719	tripartite motif containing 4
PHOSPHO2-KLHL23	0.32424882228287943	PHOSPHO2-KLHL23 readthrough(PHOSPHO2-KLHL23)
KRTAP5-2	0.32425327177636065	keratin associated protein 5-2
MEPCE	0.3242681048523022	methylphosphate capping enzyme
C1RL	0.32429776991593134	complement C1r subcomponent like
WDR18	0.3243	WD repeat domain 18
HCAR1	0.3243364260411181	hydroxycarboxylic acid receptor 1
CYP4F11	0.3243462055519005	cytochrome P450 family 4 subfamily F member 11
CCL13	0.3243792111784909	C-C motif chemokine ligand 13
PRR30	0.3243988705957298	proline rich 30
LINC00880	0.32440189170392253	long intergenic non-protein coding RNA 880
SCARNA13	0.32443343392892904	small Cajal body-specific RNA 13
ABCA8	0.3244397524295171	ATP binding cassette subfamily A member 8
KCNB1	0.3244479296919798	potassium voltage-gated channel subfamily B member 1
GPR6	0.32444877504895897	G protein-coupled receptor 6
AVPR1B	0.324470125616229	arginine vasopressin receptor 1B
GABRQ	0.3245	gamma-aminobutyric acid type A receptor subunit theta
A2M	0.3246099524675914	alpha-2-macroglobulin
GPR180	0.324635	G protein-coupled receptor 180
MIR4435-1HG	0.32465141530085295	MIR4435-2 host gene
NSUN7	0.32471974804181974	NOP2/Sun RNA methyltransferase family member 7
ZNF268	0.3248117684470816	zinc finger protein 268
C17orf97	0.3248328601903214	chromosome 17 open reading frame 97
CHRNG	0.32488225267242044	cholinergic receptor nicotinic gamma subunit
FBXO40	0.3249384916763302	F-box protein 40
PFDN2	0.325	prefoldin subunit 2
MSR1	0.3250378498382977	macrophage scavenger receptor 1
RLN3	0.32506607093861384	relaxin 3
CASS4	0.32506842756320686	Cas scaffold protein family member 4
NTHL1	0.32510445241619834	nth like DNA glycosylase 1
HEATR1	0.32513000000000003	HEAT repeat containing 1
NSUN5	0.3252393040214977	NOP2/Sun RNA methyltransferase 5
LOC157273	0.325381498089486	uncharacterized LOC157273(LOC157273)
RIPPLY3	0.3253847622600627	ripply transcriptional repressor 3
VDAC1	0.32538500000000004	voltage dependent anion channel 1
C2orf48	0.32538912389617786	ribonucleotide reductase regulatory subunit M2
SAR1B	0.3254557353989582	secretion associated Ras related GTPase 1B
OR8J1	0.3254847376574492	olfactory receptor family 8 subfamily J member 1
SLC14A1	0.3255	solute carrier family 14 member 1 (Kidd blood group)
HTR1F	0.3255	5-hydroxytryptamine receptor 1F
DNAJC7	0.32550068709268154	DnaJ heat shock protein family (Hsp40) member C7
KIAA1328	0.3255263778735191	KIAA1328
TSC22D2	0.3255565893695862	TSC22 domain family member 2
DPP7	0.3255604807489972	dipeptidyl peptidase 7
C6orf47	0.325582311404925	chromosome 6 open reading frame 47
NOXO1	0.32560264838520353	NADPH oxidase organizer 1
KAZALD1	0.32565	Kazal type serine peptidase inhibitor domain 1
CLSPN	0.3256603084017163	claspin
CX3CR1	0.3256636423009813	C-X3-C motif chemokine receptor 1
BLMH	0.3256840158051378	bleomycin hydrolase
AMELX	0.3257053975257393	amelogenin X-linked
MYZAP	0.3257700149322396	myocardial zonula adherens protein
KIAA0430	0.32577992389616983	meiosis regulator and mRNA stability factor 1
UGGT2	0.3258	UDP-glucose glycoprotein glucosyltransferase 2
BCRP2	0.32581212558427314	BCR pseudogene 2
PHF21A	0.325845	PHD finger protein 21A
TBRG1	0.3258477195960636	transforming growth factor beta regulator 1
SMO	0.32599999999999996	smoothened, frizzled class receptor
ZNF37A	0.326	zinc finger protein 37A
GAD2	0.32600843423361003	glutamate decarboxylase 2
ZDHHC15	0.32606022713746763	zinc finger DHHC-type palmitoyltransferase 15
KRTAP10-7	0.32607390511663753	keratin associated protein 10-7
OR10W1	0.3261324534546506	olfactory receptor family 10 subfamily W member 1
