Gene	r	p	Name
TIMM9	-0.212	0.0193	translocase of inner mitochondrial membrane 9
TMEM131	0.212	0.0193	transmembrane protein 131
PGAM1	-0.211	0.0194	phosphoglycerate mutase 1
FAM185A	-0.211	0.0194	family with sequence similarity 185 member A
RGS3	0.211	0.0194	regulator of G protein signaling 3
SLITRK6	-0.243	0.0195	SLIT and NTRK like family member 6
DGKH	0.211	0.0196	diacylglycerol kinase eta
RDH11	0.211	0.0196	retinol dehydrogenase 11
ANKRD13D	0.211	0.0196	ankyrin repeat domain 13D
TRERF1	0.224	0.0197	transcriptional regulating factor 1
CAND2	-0.219	0.0197	cullin associated and neddylation dissociated 2 (putative)
SDCBP2	0.24	0.0197	syndecan binding protein 2
DPM3	0.211	0.0198	dolichyl-phosphate mannosyltransferase subunit 3, regulatory
MAP3K5	0.211	0.0198	mitogen-activated protein kinase kinase kinase 5
NDUFV3	-0.211	0.0198	NADH:ubiquinone oxidoreductase subunit V3
EIF1	-0.211	0.0199	eukaryotic translation initiation factor 1
RARA	0.211	0.0199	retinoic acid receptor alpha
SYVN1	0.21	0.02	synoviolin 1
DDT	-0.21	0.0201	D-dopachrome tautomerase
ERLIN1	0.21	0.0201	ER lipid raft associated 1
HIBCH	-0.21	0.0201	3-hydroxyisobutyryl-CoA hydrolase
SEC16A	0.21	0.0202	SEC16 homolog A, endoplasmic reticulum export factor
TTF1	0.225	0.0203	transcription termination factor 1
UBR3	0.21	0.0204	ubiquitin protein ligase E3 component n-recognin 3
PPP2R5B	0.21	0.0204	protein phosphatase 2 regulatory subunit B'beta
BAHCC1	0.296	0.0204	BAH domain and coiled-coil containing 1
ZFYVE9	-0.21	0.0204	zinc finger FYVE-type containing 9
MAP3K7	0.21	0.0205	mitogen-activated protein kinase kinase kinase 7
MSI2	-0.209	0.0207	musashi RNA binding protein 2
COMMD10	-0.209	0.0208	COMM domain containing 10
PCNX3	0.255	0.0208	pecanex 3
CCPG1	0.27	0.0208	cell cycle progression 1
SPOCD1	0.243	0.0209	SPOC domain containing 1
ITGB4	0.209	0.0209	integrin subunit beta 4
BRCA2	0.216	0.021	BRCA2 DNA repair associated
EMC10	0.209	0.021	ER membrane protein complex subunit 10
GPKOW	-0.209	0.021	G-patch domain and KOW motifs
EXOC1	0.209	0.021	exocyst complex component 1
RAD21	-0.209	0.0211	RAD21 cohesin complex component
RAB5C	0.209	0.0211	RAB5C, member RAS oncogene family
SNCB	0.216	0.0211	synuclein beta
LAMA1	0.216	0.0212	laminin subunit alpha 1
TSPAN9	0.215	0.0212	tetraspanin 9
ELOVL1	0.208	0.0212	ELOVL fatty acid elongase 1
RNF2	-0.208	0.0212	ring finger protein 2
ALDH5A1	-0.208	0.0213	aldehyde dehydrogenase 5 family member A1
PICK1	0.208	0.0213	protein interacting with PRKCA 1
ARVCF	0.208	0.0214	ARVCF delta catenin family member
STBD1	0.208	0.0214	starch binding domain 1
SLC26A6	0.242	0.0216	solute carrier family 26 member 6
INTS1	0.208	0.0217	integrator complex subunit 1
APOO	-0.208	0.0217	apolipoprotein O
CBX2	0.215	0.0218	chromobox 2
TGS1	-0.207	0.0219	trimethylguanosine synthase 1
TDRKH	0.207	0.0219	tudor and KH domain containing
DHRS2	-0.207	0.022	dehydrogenase/reductase 2
TBL2	0.207	0.022	transducin beta like 2
TFRC	0.207	0.0221	transferrin receptor
NDUFAF2	-0.207	0.0221	NADH:ubiquinone oxidoreductase complex assembly factor 2
RHBDD3	0.207	0.0221	rhomboid domain containing 3
TSR3	-0.207	0.0221	TSR3 ribosome maturation factor
TMED2	0.207	0.0223	transmembrane p24 trafficking protein 2
FGR	0.207	0.0223	FGR proto-oncogene, Src family tyrosine kinase
RPS9	0.207	0.0223	ribosomal protein S9
FAM92B	0.206	0.0225	CBY1 interacting BAR domain containing 2
MNT	-0.221	0.0225	MAX network transcriptional repressor
EPPK1	0.207	0.0225	epiplakin 1
DERL1	0.206	0.0226	derlin 1
TRIM47	-0.206	0.0226	tripartite motif containing 47
RNMT	-0.206	0.0227	RNA guanine-7 methyltransferase
SCAMP1	0.206	0.0228	secretory carrier membrane protein 1
ABL1	0.206	0.0228	ABL proto-oncogene 1, non-receptor tyrosine kinase
VPS33A	0.206	0.0229	VPS33A core subunit of CORVET and HOPS complexes
TFF1	-0.206	0.0229	trefoil factor 1
DNAL4	0.219	0.0229	dynein axonemal light chain 4
FBXW11	0.206	0.023	F-box and WD repeat domain containing 11
S100A9	0.206	0.0231	S100 calcium binding protein A9
STXBP3	-0.206	0.0232	syntaxin binding protein 3
FAM188A	0.205	0.0233	MINDY lysine 48 deubiquitinase 3
RPA1	-0.205	0.0234	replication protein A1
NT5C2	0.205	0.0234	5'-nucleotidase, cytosolic II
MCU	0.205	0.0236	mitochondrial calcium uniporter
PI4KB	0.205	0.0237	phosphatidylinositol 4-kinase beta
RPL14	0.205	0.0238	ribosomal protein L14
CGGBP1	-0.204	0.0241	CGG triplet repeat binding protein 1
CCDC71L	0.218	0.0242	coiled-coil domain containing 71 like
