Gene	r	p	Name
ZKSCAN1	0.346	0.00208	zinc finger with KRAB and SCAN domains 1
RASA4P	-0.346	0.00208	
SH2D4A	0.346	0.00208	SH2 domain containing 4A
TCF7	-0.345	0.00209	transcription factor 7
KIAA0100	0.345	0.0021	KIAA0100
SLMO1	-0.345	0.0021	PRELI domain containing 3A
ABHD11	0.345	0.00211	abhydrolase domain containing 11
TSC22D1	0.345	0.00211	TSC22 domain family member 1
PION	-0.345	0.00212	gamma-secretase activating protein
SFN	-0.345	0.00212	stratifin
ATG16L1	0.345	0.00213	autophagy related 16 like 1
INPP5J	0.345	0.00213	inositol polyphosphate-5-phosphatase J
TBC1D1	-0.345	0.00213	TBC1 domain family member 1
POPDC3	-0.345	0.00213	popeye domain containing 3
GNGT2	-0.345	0.00214	G protein subunit gamma transducin 2
KIAA0247	0.345	0.00215	sushi domain containing 6
PLSCR1	-0.345	0.00215	phospholipid scramblase 1
GPR160	0.345	0.00215	G protein-coupled receptor 160
ZNF789	-0.344	0.00216	zinc finger protein 789
C1orf86	-0.344	0.00218	FA core complex associated protein 20
GRAMD1A	-0.344	0.00218	GRAM domain containing 1A
RTP4	-0.344	0.00218	receptor transporter protein 4
KLHL20	0.344	0.00219	kelch like family member 20
CCDC84	-0.344	0.0022	centrosomal AT-AC splicing factor
NPNT	0.344	0.0022	nephronectin
HIF1AN	0.344	0.00221	hypoxia inducible factor 1 subunit alpha inhibitor
PAX2	0.344	0.00222	paired box 2
RGN	-0.344	0.00222	regucalcin
SLC39A7	0.343	0.00222	solute carrier family 39 member 7
A4GALT	-0.344	0.00222	alpha 1,4-galactosyltransferase (P blood group)
SH3RF1	0.343	0.00223	SH3 domain containing ring finger 1
ZNF673	-0.343	0.00223	KRAB box domain containing 4
C17orf106	-0.343	0.00223	TEN1 subunit of CST complex
TM9SF2	0.343	0.00224	transmembrane 9 superfamily member 2
LRDD	-0.343	0.00224	p53-induced death domain protein 1
EVX2	0.343	0.00225	even-skipped homeobox 2
RNF8	-0.343	0.00226	ring finger protein 8
MRPL34	-0.343	0.00226	mitochondrial ribosomal protein L34
PMS2L5	0.343	0.00227	PMS1 homolog 2, mismatch repair system component pseudogene 5
LOC338651	0.343	0.00229	
DIP2B	0.343	0.00229	disco interacting protein 2 homolog B
UPP1	-0.342	0.00231	uridine phosphorylase 1
DNAJC1	0.342	0.00231	DnaJ heat shock protein family (Hsp40) member C1
NDUFS5	-0.342	0.00233	NADH:ubiquinone oxidoreductase subunit S5
SAP30BP	-0.342	0.00233	SAP30 binding protein
OR52N5	0.342	0.00234	olfactory receptor family 52 subfamily N member 5
DEF6	-0.342	0.00236	DEF6 guanine nucleotide exchange factor
PPT2	-0.342	0.00236	palmitoyl-protein thioesterase 2
LYZL4	0.342	0.00237	lysozyme like 4
DPY19L2P2	-0.341	0.00238	DPY19L2 pseudogene 2
LOC651250	-0.341	0.00238	
RIOK2	0.341	0.00238	RIO kinase 2
XPNPEP3	0.341	0.00238	X-prolyl aminopeptidase 3
PQLC1	-0.341	0.00238	solute carrier family 66 member 2
LARP4	0.341	0.00239	La ribonucleoprotein 4
AIFM2	-0.341	0.00239	apoptosis inducing factor mitochondria associated 2
PRR15L	0.341	0.0024	proline rich 15 like
C16orf88	0.341	0.0024	lysine rich nucleolar protein 1
LRRC61	-0.341	0.0024	leucine rich repeat containing 61
SEMA4D	-0.341	0.0024	semaphorin 4D
GRK6	-0.341	0.0024	G protein-coupled receptor kinase 6
C6orf120	0.341	0.00241	chromosome 6 open reading frame 120
WAS	-0.341	0.00242	WASP actin nucleation promoting factor
LOC284551	0.341	0.00242	
CNTNAP2	0.341	0.00242	contactin associated protein 2
SIRT7	-0.341	0.00243	sirtuin 7
NUDT16P1	-0.341	0.00243	nudix hydrolase 16 like 2, pseudogene
FAM200B	-0.341	0.00243	family with sequence similarity 200 member B
VILL	-0.341	0.00244	villin like
FCAR	-0.34	0.00245	Fc alpha receptor
BRD9	-0.34	0.00245	bromodomain containing 9
