Gene	r	p	Name
ACOX3	0.26	0.0224	acyl-CoA oxidase 3, pristanoyl
CORO2A	0.26	0.0226	coronin 2A
DHDDS	-0.463	0.0228	dehydrodolichyl diphosphate synthase subunit
NAA25	0.259	0.0228	N-alpha-acetyltransferase 25, NatB auxiliary subunit
G3BP2	0.259	0.0228	G3BP stress granule assembly factor 2
DENND3	-0.259	0.0229	DENN domain containing 3
MRPL18	-0.259	0.0229	mitochondrial ribosomal protein L18
HMGCLL1	-0.28	0.0229	3-hydroxymethyl-3-methylglutaryl-CoA lyase like 1
ASPSCR1	-0.259	0.023	ASPSCR1 tether for SLC2A4, UBX domain containing
BBS9	-0.301	0.023	Bardet-Biedl syndrome 9
GET4	0.259	0.023	guided entry of tail-anchored proteins factor 4
NHSL1	-0.259	0.0231	NHS like 1
EDEM3	0.259	0.0231	ER degradation enhancing alpha-mannosidase like protein 3
LSM2	-0.259	0.0231	LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated
RABAC1	0.259	0.0232	Rab acceptor 1
TMEM11	0.258	0.0232	transmembrane protein 11
NCSTN	0.258	0.0233	nicastrin
TMBIM6	0.311	0.0233	transmembrane BAX inhibitor motif containing 6
PSME4	0.258	0.0234	proteasome activator subunit 4
PTGES3L-AARSD1	0.258	0.0234	PTGES3L-AARSD1 readthrough
METTL13	0.258	0.0235	methyltransferase 13, eEF1A lysine and N-terminal methyltransferase
EIF3K	0.258	0.0236	eukaryotic translation initiation factor 3 subunit K
SMURF2	-0.258	0.0236	SMAD specific E3 ubiquitin protein ligase 2
TSNAX	-0.258	0.0236	translin associated factor X
ARSH	-0.382	0.0236	arylsulfatase family member H
PRTFDC1	-0.258	0.0237	phosphoribosyl transferase domain containing 1
FLAD1	0.258	0.0237	flavin adenine dinucleotide synthetase 1
CD53	-0.393	0.0238	CD53 molecule
TUBGCP3	-0.257	0.0238	tubulin gamma complex associated protein 3
NEDD8-MDP1	-0.258	0.0238	NEDD8-MDP1 readthrough
PFKL	0.257	0.0238	phosphofructokinase, liver type
TMX4	0.257	0.0238	thioredoxin related transmembrane protein 4
ARF4	0.257	0.0239	ADP ribosylation factor 4
RBM15	-0.257	0.0239	RNA binding motif protein 15
RAP2C	0.257	0.0239	RAP2C, member of RAS oncogene family
ATP2A3	0.257	0.0239	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3
INTS13	-0.257	0.0239	integrator complex subunit 13
AP2S1	0.257	0.024	adaptor related protein complex 2 subunit sigma 1
TRIM41	-0.284	0.024	tripartite motif containing 41
VAMP7	0.257	0.024	vesicle associated membrane protein 7
PCNP	-0.257	0.0241	PEST proteolytic signal containing nuclear protein
TALDO1	-0.257	0.0242	transaldolase 1
TSGA10IP	-0.356	0.0242	testis specific 10 interacting protein
PRADC1	0.38	0.0242	protease associated domain containing 1
MSL2	-0.301	0.0242	MSL complex subunit 2
COMTD1	0.257	0.0243	catechol-O-methyltransferase domain containing 1
ZNF862	-0.309	0.0243	zinc finger protein 862
ZNF71	-0.36	0.0243	zinc finger protein 71
CDK11B	-0.257	0.0243	cyclin dependent kinase 11B
MBNL1	-0.257	0.0243	muscleblind like splicing regulator 1
UBTD2	0.257	0.0243	ubiquitin domain containing 2
BOD1L1	-0.256	0.0244	biorientation of chromosomes in cell division 1 like 1
CASP8	0.256	0.0244	caspase 8
ZFR	-0.256	0.0245	zinc finger RNA binding protein
NLRP10	-0.306	0.0246	NLR family pyrin domain containing 10
ANKRD52	0.256	0.0246	ankyrin repeat domain 52
ACBD7	-0.29	0.0246	acyl-CoA binding domain containing 7
NCOR1	-0.256	0.0246	nuclear receptor corepressor 1
PI4KB	0.256	0.0247	phosphatidylinositol 4-kinase beta
LAMC2	-0.256	0.0247	laminin subunit gamma 2
SNX7	-0.256	0.0248	sorting nexin 7
RAD17	-0.259	0.0248	RAD17 checkpoint clamp loader component
KCTD18	-0.266	0.0248	potassium channel tetramerization domain containing 18
STX6	0.255	0.0249	syntaxin 6
DGKZ	-0.255	0.0249	diacylglycerol kinase zeta
RFX3	-0.274	0.025	regulatory factor X3
TMED5	0.255	0.0251	transmembrane p24 trafficking protein 5
DCTN6	-0.255	0.0251	dynactin subunit 6
LAP3	-0.255	0.0251	leucine aminopeptidase 3
FAM151B	0.284	0.0251	family with sequence similarity 151 member B
ABR	-0.255	0.0251	ABR activator of RhoGEF and GTPase
CAPS2	-0.31	0.0251	calcyphosine 2
NBL1	-0.307	0.0252	NBL1, DAN family BMP antagonist
TPCN1	0.282	0.0252	two pore segment channel 1
ELOVL5	0.255	0.0252	ELOVL fatty acid elongase 5
MICOS10-NBL1	-0.307	0.0252	MICOS10-NBL1 readthrough
MPHOSPH9	-0.383	0.0253	M-phase phosphoprotein 9
ARL8B	0.255	0.0253	ADP ribosylation factor like GTPase 8B
LRRC59	0.255	0.0253	leucine rich repeat containing 59
PAK3	-0.255	0.0254	p21 (RAC1) activated kinase 3
ZNF414	-0.256	0.0254	zinc finger protein 414
ALG13	-0.255	0.0254	ALG13 UDP-N-acetylglucosaminyltransferase subunit
TRMT11	-0.255	0.0254	tRNA methyltransferase 11 homolog
GAB2	-0.255	0.0254	GRB2 associated binding protein 2
