Gene	r	p	Name
PPM1H	-0.2293	0.0110630016754422	protein phosphatase, Mg2+/Mn2+ dependent 1H
MICAL3	0.2293	0.0110798322811145	microtubule associated monooxygenase, calponin and LIM domain containing 3
KDM6B	0.2292	0.0111030025071271	lysine demethylase 6B
HINT2	-0.2291	0.0111386514050782	histidine triad nucleotide binding protein 2
ABCF3	0.229	0.0111663593586161	ATP binding cassette subfamily F member 3
MYOM2	-0.229	0.0111680056180108	myomesin 2
BRAT1	0.2287	0.0112887041594309	BRCA1 associated ATM activator 1
DUS3L	-0.2286	0.0113316745579484	dihydrouridine synthase 3 like
PTOV1	-0.2285	0.0113581547960222	PTOV1 extended AT-hook containing adaptor protein
RAB1A	0.2282	0.011480646459977	RAB1A, member RAS oncogene family
LCN2	0.2281	0.0115162745116302	lipocalin 2
ARFGEF3	0.228	0.0115432948433752	ARFGEF family member 3
ZNF207	-0.2279	0.011592012413565	zinc finger protein 207
PROM2	0.2278	0.0116351790175853	prominin 2
LMNB2	-0.2277	0.0116544976422708	lamin B2
RPL7A	0.2277	0.0116569249037199	ribosomal protein L7a
SNAP47	0.2275	0.0117138572502007	synaptosome associated protein 47
ITFG1	0.2275	0.0117430789682498	integrin alpha FG-GAP repeat containing 1
S100PBP	0.2274	0.0117540414797399	S100P binding protein
HNRNPM	-0.2273	0.0118093852528549	heterogeneous nuclear ribonucleoprotein M
GDAP1	-0.2273	0.0118099020104599	ganglioside induced differentiation associated protein 1
UBA6	0.2272	0.0118464697818043	ubiquitin like modifier activating enzyme 6
RAB11FIP1	0.2272	0.011854465491884	RAB11 family interacting protein 1
STYXL1	-0.2271	0.011878295746701	serine/threonine/tyrosine interacting like 1
PDIA4	0.227	0.011906109053658	protein disulfide isomerase family A member 4
SPATA18	-0.227	0.0119244444020337	spermatogenesis associated 18
MBOAT7	0.2269	0.0119687841716726	membrane bound O-acyltransferase domain containing 7
DDRGK1	0.2268	0.0119930688539265	DDRGK domain containing 1
C10orf76	0.2268	0.0119959303213646	armadillo like helical domain containing 3
ESRP2	0.2267	0.0120525848904486	epithelial splicing regulatory protein 2
HEATR3	0.2266	0.0120631964159847	HEAT repeat containing 3
TIMM8B	-0.2266	0.0120970450006678	translocase of inner mitochondrial membrane 8 homolog B
ASCC3	0.2265	0.0121067466264971	activating signal cointegrator 1 complex subunit 3
GLTP	0.2265	0.012117287428672	glycolipid transfer protein
THEM6	0.2265	0.0121244403068722	thioesterase superfamily member 6
PLEKHS1	0.2265	0.0121362892044876	pleckstrin homology domain containing S1
ARL6IP5	0.2264	0.0121401539062672	ADP ribosylation factor like GTPase 6 interacting protein 5
TTC19	-0.2262	0.0122532500042981	tetratricopeptide repeat domain 19
DYNC2H1	-0.2261	0.0122691092473426	dynein cytoplasmic 2 heavy chain 1
PPP2R5C	0.2261	0.0122739020397573	protein phosphatase 2 regulatory subunit B'gamma
TAPBPL	0.226	0.012311097430171	TAP binding protein like
SLMAP	0.2259	0.0123541374076801	sarcolemma associated protein
PLXNB2	0.2259	0.0123617627367279	plexin B2
SLC38A1	0.2258	0.0124096586808617	solute carrier family 38 member 1
ABI2	-0.2257	0.0124289358489516	abl interactor 2
LRP5	-0.2257	0.012436924179646	LDL receptor related protein 5
KALRN	0.2253	0.012585918009085	kalirin RhoGEF kinase
ALDH18A1	0.2253	0.0126072088143021	aldehyde dehydrogenase 18 family member A1
TTF1	0.2252	0.0126370962404468	transcription termination factor 1
ALKBH2	-0.2252	0.0126459478544391	alkB homolog 2, alpha-ketoglutarate dependent dioxygenase
DIP2B	0.2252	0.0126480444074137	disco interacting protein 2 homolog B
MRPL41	-0.2251	0.0126590397312982	mitochondrial ribosomal protein L41
ITGA3	0.225	0.0127249201205107	integrin subunit alpha 3
SLC4A7	-0.225	0.0127319179104145	solute carrier family 4 member 7
METAP1	0.2249	0.012738931361258	methionyl aminopeptidase 1
PIN4	-0.2248	0.0127912102824627	peptidylprolyl cis/trans isomerase, NIMA-interacting 4
CADPS2	0.2248	0.0128056589262699	calcium dependent secretion activator 2
PCBP1	-0.2248	0.0128060912744308	poly(rC) binding protein 1
VAMP7	0.2247	0.0128182646493965	vesicle associated membrane protein 7
NR2C2AP	-0.2247	0.0128303786526199	nuclear receptor 2C2 associated protein
PEA15	-0.2247	0.0128418043366485	proliferation and apoptosis adaptor protein 15
ZNF629	-0.2245	0.0129112068238334	zinc finger protein 629
TARBP1	-0.2244	0.012953649058793	TAR (HIV-1) RNA binding protein 1
HLA-DQB1	-0.2243	0.012994564792236	major histocompatibility complex, class II, DQ beta 1
EIF3K	0.2243	0.0130108131141716	eukaryotic translation initiation factor 3 subunit K
COX11	-0.2242	0.0130245429295876	cytochrome c oxidase copper chaperone COX11
XPO7	0.2242	0.0130366249387156	exportin 7
BOD1	-0.2241	0.0130649089364209	biorientation of chromosomes in cell division 1
USP42	0.2241	0.0130698653444637	ubiquitin specific peptidase 42
DDAH1	-0.2241	0.0130832519002316	dimethylarginine dimethylaminohydrolase 1
CORO2A	0.2241	0.013090512673466	coronin 2A
RAB34	0.2241	0.0130931242220053	RAB34, member RAS oncogene family
TRERF1	0.2241	0.0131010643401677	transcriptional regulating factor 1
TBC1D10A	0.2241	0.0131047966002355	TBC1 domain family member 10A
DUSP23	-0.224	0.0131438965503134	dual specificity phosphatase 23
SIAH2	-0.2239	0.0131680031199204	siah E3 ubiquitin protein ligase 2
ATP5S	-0.2239	0.0131762764422426	distal membrane arm assembly component 2 like
NFATC2IP	-0.2237	0.0132339430628637	nuclear factor of activated T cells 2 interacting protein
APITD1-CORT	0.2237	0.0132466220396865	CENPS-CORT readthrough
MAP4K3	0.2236	0.0132807192235697	mitogen-activated protein kinase kinase kinase kinase 3
BRMS1L	-0.2235	0.0133548608894314	BRMS1 like transcriptional repressor
C21orf33	-0.2235	0.0133557334281886	glutamine amidotransferase class 1 domain containing 3
NPEPPS	-0.2233	0.0134190271067404	aminopeptidase puromycin sensitive
YIPF5	0.2233	0.0134250051298459	Yip1 domain family member 5
NAB2	-0.2232	0.0134609321568553	NGFI-A binding protein 2
SRSF5	-0.2232	0.0134636255619717	serine and arginine rich splicing factor 5
CRACR2A	0.2231	0.0135034482916563	calcium release activated channel regulator 2A
S100A1	-0.2231	0.0135143846062443	S100 calcium binding protein A1
COQ3	-0.2229	0.0135741086954	coenzyme Q3, methyltransferase
DALRD3	0.2229	0.0135990306356122	DALR anticodon binding domain containing 3
IKZF3	0.2227	0.0137005098337441	IKAROS family zinc finger 3
IARS	0.2226	0.0137056539305603	isoleucyl-tRNA synthetase 1
RANBP9	0.2226	0.0137168259524978	RAN binding protein 9
URI1	-0.2226	0.0137277916680524	URI1 prefoldin like chaperone
PARG	0.2224	0.0138321749740182	poly(ADP-ribose) glycohydrolase
SHANK3	0.2223	0.0138416584635621	SH3 and multiple ankyrin repeat domains 3
SACM1L	0.222	0.0139919210223014	SAC1 like phosphatidylinositide phosphatase
MUC5AC	0.2219	0.0140122770999566	mucin 5AC, oligomeric mucus/gel-forming
KDM4B	-0.2218	0.0140605266510442	lysine demethylase 4B
EMC1	0.2218	0.0140687695856649	ER membrane protein complex subunit 1
ETNK2	0.2218	0.0140818023905409	ethanolamine kinase 2
SH3TC1	0.2218	0.0140863288040573	SH3 domain and tetratricopeptide repeats 1
ARHGAP24	-0.2218	0.0140880270522323	Rho GTPase activating protein 24
CPSF3	0.2216	0.0141480978931026	cleavage and polyadenylation specific factor 3
SELT	-0.2214	0.0142375379666723	selenoprotein T
MNT	-0.2214	0.0142415693209776	MAX network transcriptional repressor
LZIC	-0.2213	0.014293188946459	leucine zipper and CTNNBIP1 domain containing
RPL18A	0.2212	0.0143348026095756	ribosomal protein L18a
DTX2	0.2212	0.0143480100277944	deltex E3 ubiquitin ligase 2
PGLS	-0.2212	0.0143580913592749	6-phosphogluconolactonase
VIT	0.2211	0.0143863150918785	vitrin
HCN3	0.221	0.0144271498972629	hyperpolarization activated cyclic nucleotide gated potassium channel 3
RABGAP1	0.221	0.0144446164681656	RAB GTPase activating protein 1
BDP1	0.2209	0.0144706810539888	B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB
TMCC1	0.2209	0.014472140809771	transmembrane and coiled-coil domain family 1
SLC12A8	0.2209	0.0144746638637887	solute carrier family 12 member 8
PLEKHG3	0.2209	0.0144761801375336	pleckstrin homology and RhoGEF domain containing G3
TOP2A	0.2209	0.0144802092036785	DNA topoisomerase II alpha
SSR1	0.2209	0.0144840494256621	signal sequence receptor subunit 1
RPAP1	0.2209	0.0144960499660521	RNA polymerase II associated protein 1
ALDH4A1	0.2208	0.014526622665089	aldehyde dehydrogenase 4 family member A1
SCYL1	0.2206	0.0146106106822554	SCY1 like pseudokinase 1
PTPRCAP	0.2206	0.0146271564462454	protein tyrosine phosphatase receptor type C associated protein
SYCP2	0.2205	0.0146517042226986	synaptonemal complex protein 2
GRAMD3	0.2205	0.0146713143497543	GRAM domain containing 2B
CD14	-0.2204	0.0147034268973522	CD14 molecule
ACSS1	0.2204	0.0147043750622408	acyl-CoA synthetase short chain family member 1
NLRC4	0.2204	0.0147056142795002	NLR family CARD domain containing 4
RPAIN	-0.2204	0.01471908369085	RPA interacting protein
GTDC1	0.2204	0.01472161559275	glycosyltransferase like domain containing 1
XPR1	0.2203	0.0147532079254026	xenotropic and polytropic retrovirus receptor 1
CHCHD7	-0.2203	0.0147790625064066	coiled-coil-helix-coiled-coil-helix domain containing 7
TRPM2	0.2202	0.0147924291541367	transient receptor potential cation channel subfamily M member 2
CARMIL1	0.2202	0.0148211474598157	capping protein regulator and myosin 1 linker 1
FADS1	0.2201	0.0148721599289992	fatty acid desaturase 1
PEBP1	-0.2199	0.0149416493464583	phosphatidylethanolamine binding protein 1
MLEC	0.2198	0.0149840601159456	malectin
CINP	-0.2198	0.0149986122602201	cyclin dependent kinase 2 interacting protein
CCNY	0.2197	0.0150231773301469	cyclin Y
POLR2K	-0.2197	0.0150297411322377	RNA polymerase II, I and III subunit K
PEX3	0.2197	0.0150311693051934	peroxisomal biogenesis factor 3
RFT1	0.2196	0.0150635858311907	RFT1 homolog
GGCX	0.2196	0.015100970605315	gamma-glutamyl carboxylase
CASC4	0.2196	0.0151035160883829	golgi membrane protein 2
RPL18	0.2195	0.0151427837258727	ribosomal protein L18
LYPLA1	-0.2193	0.0152093844252461	lysophospholipase 1
QPCT	-0.2192	0.0152522390853729	glutaminyl-peptide cyclotransferase
WLS	0.2192	0.0152855824205311	Wnt ligand secretion mediator
CAND2	-0.2192	0.0152901740703678	cullin associated and neddylation dissociated 2 (putative)
PGRMC1	0.2191	0.0153295892588007	progesterone receptor membrane component 1
POMGNT2	-0.2191	0.0153307421692983	protein O-linked mannose N-acetylglucosaminyltransferase 2 (beta 1,4-)
RFXAP	-0.219	0.0153503998789186	regulatory factor X associated protein
SPATA5	-0.219	0.0153572431129502	spermatogenesis associated 5
CCT8	0.219	0.0153771666187976	chaperonin containing TCP1 subunit 8
SLC12A9	0.2189	0.0154233247582031	solute carrier family 12 member 9
DNAL4	0.2188	0.0154483264742233	dynein axonemal light chain 4
PTCD2	0.2188	0.0154489951081968	pentatricopeptide repeat domain 2
TPRN	0.2187	0.0155051739906972	taperin
TECPR1	0.2186	0.0155713069548585	tectonin beta-propeller repeat containing 1
INPP5A	0.2185	0.0156192227705807	inositol polyphosphate-5-phosphatase A
SLC9A8	0.2183	0.0157042739616876	solute carrier family 9 member A8
G3BP2	0.2182	0.0157349937167667	G3BP stress granule assembly factor 2
GDPD1	0.2182	0.0157370466562743	glycerophosphodiester phosphodiesterase domain containing 1
COPRS	-0.2182	0.0157484860775391	coordinator of PRMT5 and differentiation stimulator
ENG	0.2182	0.0157502838589646	endoglin
UNC13D	0.218	0.0158533852011217	unc-13 homolog D
PLA2G12A	0.2179	0.0158847540488608	phospholipase A2 group XIIA
CSAD	-0.2179	0.0159011103778628	cysteine sulfinic acid decarboxylase
CCDC71L	0.2179	0.0159094061022677	coiled-coil domain containing 71 like
FOXP4	0.2178	0.015947589818787	forkhead box P4
SLC15A4	0.2178	0.0159501776773485	solute carrier family 15 member 4
TSPAN14	0.2177	0.0159808870022853	tetraspanin 14
CHPF2	0.2177	0.0159813628212191	chondroitin polymerizing factor 2
RPS25	0.2177	0.0160237593605207	ribosomal protein S25
CD207	-0.2177	0.016028459642366	CD207 molecule
DOK1	-0.2175	0.0161103972991224	docking protein 1
PTDSS1	0.2175	0.016119329389161	phosphatidylserine synthase 1
CISD2	0.2172	0.0162810806312812	CDGSH iron sulfur domain 2
HOMER3	0.2169	0.0163951710251379	homer scaffold protein 3
ST7	0.2169	0.0163991973375513	suppression of tumorigenicity 7
FHIT	-0.2169	0.0164220337146511	fragile histidine triad diadenosine triphosphatase
C16orf58	0.2169	0.0164264245476684	RUS family member 1
LITAF	0.2168	0.0164633690562418	lipopolysaccharide induced TNF factor
ZNF32	0.2166	0.0165553459759403	zinc finger protein 32
CCZ1	0.2164	0.0166526263467219	CCZ1 homolog, vacuolar protein trafficking and biogenesis associated
BOLA1	-0.2163	0.0167396459148701	bolA family member 1
TIMM10	-0.2162	0.0167720142407972	translocase of inner mitochondrial membrane 10
RYBP	0.2162	0.0167763103287912	RING1 and YY1 binding protein
FABP6	0.2161	0.0168008654530291	fatty acid binding protein 6
SARS2	-0.2161	0.0168226842204358	seryl-tRNA synthetase 2, mitochondrial
BRCA2	0.216	0.0168590878250806	BRCA2 DNA repair associated
EMC3	0.2159	0.0169051303166962	ER membrane protein complex subunit 3
QDPR	-0.2159	0.0169065114009323	quinoid dihydropteridine reductase
TRA2B	-0.2159	0.0169326082211176	transformer 2 beta homolog
PTPRU	-0.2159	0.0169332378741898	protein tyrosine phosphatase receptor type U
SNCB	0.2159	0.0169438003191635	synuclein beta
DNAJC10	0.2158	0.0169631330099624	DnaJ heat shock protein family (Hsp40) member C10
LAMA1	0.2156	0.0170539800415366	laminin subunit alpha 1
MARVELD2	0.2155	0.0171471672248314	MARVEL domain containing 2
ASCC1	0.2154	0.0171677208982074	activating signal cointegrator 1 complex subunit 1
AP1G1	0.2154	0.0171880661437533	adaptor related protein complex 1 subunit gamma 1
UROD	-0.2153	0.0172453677788431	uroporphyrinogen decarboxylase
HOXB7	-0.2153	0.0172608771582067	homeobox B7
DYNC1LI1	-0.2152	0.0172656012396179	dynein cytoplasmic 1 light intermediate chain 1
SFXN2	-0.2152	0.0172832559672425	sideroflexin 2
CDK7	0.2151	0.0173417910711719	cyclin dependent kinase 7
DNAJB11	0.215	0.0173777838533502	DnaJ heat shock protein family (Hsp40) member B11
IMPA1	-0.215	0.0174204004734561	inositol monophosphatase 1
N4BP3	0.2149	0.0174576605399806	NEDD4 binding protein 3
MACC1	0.2149	0.0174625707809828	MET transcriptional regulator MACC1
TSPAN9	0.2148	0.0175166814457388	tetraspanin 9
DBT	-0.2148	0.0175275040578846	dihydrolipoamide branched chain transacylase E2
