Gene	Summed p values	Name
GATAD1	1.0536891156722397	GATA zinc finger domain containing 1
PHF11	1.0540303608513932	PHD finger protein 11
OR6C2	1.0540529203689701	olfactory receptor family 6 subfamily C member 2
TP53INP1	1.0541043538636077	tumor protein p53 inducible nuclear protein 1
RPP25	1.0541826657841566	ribonuclease P and MRP subunit p25
ADH1A	1.0542077689383444	alcohol dehydrogenase 1A (class I), alpha polypeptide
RHEBL1	1.0543503661497575	RHEB like 1
PIN4	1.0544468290433506	peptidylprolyl cis/trans isomerase, NIMA-interacting 4
LINC00693	1.0544477164236639	long intergenic non-protein coding RNA 693
ACRV1	1.0544898261668896	acrosomal vesicle protein 1
RHBDD2	1.0545379720532781	rhomboid domain containing 2
LOC390705	1.0546299696605437	protein phosphatase 2 regulatory subunit B'', beta pseudogene(LOC390705)
SYNRG	1.0546595091198028	synergin gamma
C17orf70	1.0547377934160016	FA core complex associated protein 100
USP10	1.0547597500244792	ubiquitin specific peptidase 10
EYA4	1.0548018495168399	EYA transcriptional coactivator and phosphatase 4
KIAA1875	1.0548228648912699	WD repeat domain 97
RPL7A	1.0548868556063131	ribosomal protein L7a
PRLHR	1.0548887822384079	prolactin releasing hormone receptor
ATP5EP2	1.0550093060696872	ATP synthase F1 subunit epsilon pseudogene 2
UGT1A3	1.055083291826734	UDP glucuronosyltransferase family 1 member A3
SCARNA9L	1.0551013266490878	small Cajal body-specific RNA 9 like
TTC9B	1.0552191323898548	tetratricopeptide repeat domain 9B
ADAMTSL1	1.0552629490243512	ADAMTS like 1
C21orf67	1.0552812494782284	long intergenic non-protein coding RNA 1547
RNASE9	1.055341541459408	ribonuclease A family member 9 (inactive)
NAPA	1.055608620960499	NSF attachment protein alpha
CARS	1.0556480264323196	cysteinyl-tRNA synthetase 1
PCCB	1.0557498749654677	propionyl-CoA carboxylase subunit beta
ABCA13	1.0558102515293037	ATP binding cassette subfamily A member 13
LAS1L	1.0558124235382849	LAS1 like ribosome biogenesis factor
C16orf54	1.0558618830995412	chromosome 16 open reading frame 54
PSMB4	1.055882167991578	proteasome 20S subunit beta 4
ZNF740	1.0559020210993348	zinc finger protein 740
PARP6	1.0560185741473538	poly(ADP-ribose) polymerase family member 6
RIC8A	1.0560285976604973	RIC8 guanine nucleotide exchange factor A
MRPL50	1.0560931269676757	mitochondrial ribosomal protein L50
DDT	1.05612079809937	D-dopachrome tautomerase
GLRX	1.0562074417342684	glutaredoxin
ZNF174	1.0562658980145392	zinc finger protein 174
DENND2A	1.0563515273623088	DENN domain containing 2A
EFNB1	1.0563594493903588	ephrin B1
LONRF2	1.0564848162855411	LON peptidase N-terminal domain and ring finger 2
PRR27	1.0564923462096227	proline rich 27
ADAM17	1.056559076252189	ADAM metallopeptidase domain 17
PDP1	1.0565629524483267	pyruvate dehydrogenase phosphatase catalytic subunit 1
USP28	1.0565806203495558	ubiquitin specific peptidase 28
OXR1	1.0566053329113885	oxidation resistance 1
HVCN1	1.0566295168659898	hydrogen voltage gated channel 1
RFX7	1.0566552217766496	regulatory factor X7
TGFB2	1.0566967184553997	transforming growth factor beta 2
TPI1P3	1.0567053860589453	triosephosphate isomerase 1 pseudogene 3
MRPL38	1.0568844635296497	mitochondrial ribosomal protein L38
CYTL1	1.0569173528901066	cytokine like 1
VSTM1	1.056956624686655	V-set and transmembrane domain containing 1
LRR1	1.0569968922527435	leucine rich repeat protein 1
SLC38A4	1.0571374500312665	solute carrier family 38 member 4
ACTB	1.0571468503560553	actin beta
NUP62CL	1.0571741754274042	nucleoporin 62 C-terminal like
SEC22B	1.0572502515500384	SEC22 homolog B, vesicle trafficking protein
PDE12	1.057438950255127	phosphodiesterase 12
ZBED3-AS1	1.0574489025537903	ZBED3 antisense RNA 1
BTNL10	1.0575695573013304	butyrophilin like 10
CCP110	1.0576592867645125	centriolar coiled-coil protein 110
ZNF746	1.0577468826644403	zinc finger protein 746
AGL	1.057858845672845	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase
ZCCHC11	1.0579688630234603	terminal uridylyl transferase 4
HTT	1.0579972888123788	huntingtin
MEG8	1.0580818100599139	maternally expressed 8, small nucleolar RNA host gene
APBA3	1.0581040579678336	amyloid beta precursor protein binding family A member 3
IL31	1.0584333630224578	interleukin 31
TRADD	1.0584459661367918	TNFRSF1A associated via death domain
TRMT13	1.0584965858225326	tRNA methyltransferase 13 homolog
ARMC10	1.0585189898315255	armadillo repeat containing 10
PODXL	1.0585926408459168	podocalyxin like
C11orf31	1.0586023054549454	selenoprotein H
GRWD1	1.058755220385975	glutamate rich WD repeat containing 1
NKX3-1	1.0588023158672322	NK3 homeobox 1
FBXO21	1.0590496675481396	F-box protein 21
GLP1R	1.0591316129949155	glucagon like peptide 1 receptor
PLEKHA4	1.059192328561313	pleckstrin homology domain containing A4
LINC01004	1.0593520903309042	long intergenic non-protein coding RNA 1004
ZNF860	1.0596304011714541	zinc finger protein 860
ZNF630	1.0596869663885506	zinc finger protein 630
ZER1	1.0596917749289851	zyg-11 related cell cycle regulator
TUBGCP6	1.0598047990602453	tubulin gamma complex associated protein 6
CCNYL1	1.059825332121596	cyclin Y like 1
L3MBTL3	1.0598275322707367	L3MBTL histone methyl-lysine binding protein 3
C16orf96	1.0601276648084692	chromosome 16 open reading frame 96
SCN4A	1.0601320301148596	sodium voltage-gated channel alpha subunit 4
B9D2	1.060137011379956	B9 domain containing 2
RAB3C	1.0601719017302735	RAB3C, member RAS oncogene family
HLA-DQB2	1.0601816392503376	major histocompatibility complex, class II, DQ beta 2
FANCE	1.060347074953042	FA complementation group E
ATOX1	1.0604194641082851	antioxidant 1 copper chaperone
CHODL	1.0604285382724097	chondrolectin
IGSF3	1.0604687207424237	immunoglobulin superfamily member 3
YTHDF2	1.0604723537650311	YTH N6-methyladenosine RNA binding protein 2
BMP5	1.0606352315653929	bone morphogenetic protein 5
GTSE1-AS1	1.060855799296226	GTSE1 divergent transcript
NLRP13	1.0608881036424456	NLR family pyrin domain containing 13
SNORD15B	1.0608900775941497	small nucleolar RNA, C/D box 15B
PCDH19	1.0609340405463377	protocadherin 19
UCK1	1.061130646321124	uridine-cytidine kinase 1
RBP5	1.0611826993095432	retinol binding protein 5
SLC15A3	1.0613567624072942	solute carrier family 15 member 3
ANKRD10	1.0615442414595209	ankyrin repeat domain 10
MESDC2	1.0616571197569744	mesoderm development LRP chaperone
TEX13A	1.061738203662324	testis expressed 13A
LPPR2	1.0618433624002506	phospholipid phosphatase related 2
LRRC41	1.0619294777251147	leucine rich repeat containing 41
ASIC4	1.0619320850644636	acid sensing ion channel subunit family member 4
TFCP2	1.0619460750572414	transcription factor CP2
GDF7	1.061965694431743	growth differentiation factor 7
LOC100996455	1.0621085197077633	
DTX2P1-UPK3BP1-PMS2P11	1.0621140744773174	DTX2P1-UPK3BP1-PMS2P11 readthrough, transcribed pseudogene
FLJ46066	1.0622402139427498	
PPCDC	1.0624244279225958	phosphopantothenoylcysteine decarboxylase
HTR1F	1.0624717591815085	5-hydroxytryptamine receptor 1F
DNAI1	1.0624930000781758	dynein axonemal intermediate chain 1
LOC100130238	1.0626154149689149	uncharacterized LOC100130238(LOC100130238)
ZFYVE9	1.0626446765774367	zinc finger FYVE-type containing 9
RASL10A	1.0629146558744034	RAS like family 10 member A
MGC12916	1.0629631414076557	uncharacterized protein MGC12916(MGC12916)
ANXA4	1.0630359317818086	annexin A4
INPP5E	1.0630609521636292	inositol polyphosphate-5-phosphatase E
RNF139-AS1	1.063084627302158	RNF139 divergent transcript
BST1	1.0631626909880603	bone marrow stromal cell antigen 1
RIPPLY1	1.0632109817154893	ripply transcriptional repressor 1
GAGE2D	1.0633081997862515	G antigen 2D
LRRC37B	1.0633771468691948	leucine rich repeat containing 37B
SHARPIN	1.0634002015165318	SHANK associated RH domain interactor
LCE1E	1.0634239424684138	late cornified envelope 1E
NPEPL1	1.0636905957351825	aminopeptidase like 1
SNORA57	1.0638273642699176	small nucleolar RNA, H/ACA box 57
CDC26	1.0638788532888344	cell division cycle 26
PRICKLE2	1.0639928001650878	prickle planar cell polarity protein 2
PRNT	1.064007523961043	prion locus lncRNA, testis expressed
TTYH3	1.0640810152477167	tweety family member 3
SYT13	1.064088742363592	synaptotagmin 13
CYP11B1	1.0641435938777848	cytochrome P450 family 11 subfamily B member 1
FABP5	1.0641534497425702	fatty acid binding protein 5
UBOX5	1.0643431234818268	U-box domain containing 5
GLIPR1	1.0643701843449338	GLI pathogenesis related 1
RPL14	1.0644016224384911	ribosomal protein L14
CRYGN	1.0646697201411186	crystallin gamma N
HSBP1	1.0647820409011381	heat shock factor binding protein 1
CCDC27	1.0648802821589094	coiled-coil domain containing 27
GRB2	1.06507316417921	growth factor receptor bound protein 2
LRP5	1.0651057313935468	LDL receptor related protein 5
TRIM64	1.0652192501843292	tripartite motif containing 64
SH3BGRL2	1.0652608169751276	SH3 domain binding glutamate rich protein like 2
CPSF6	1.0652615932594935	cleavage and polyadenylation specific factor 6
UQCRQ	1.0654071974203767	ubiquinol-cytochrome c reductase complex III subunit VII
NYNRIN	1.065430585399229	NYN domain and retroviral integrase containing
TAF12	1.0655372880680878	TATA-box binding protein associated factor 12
ZFC3H1	1.0655819023138324	zinc finger C3H1-type containing
ZCWPW2	1.0655957358721786	zinc finger CW-type and PWWP domain containing 2
C17orf112	1.0656453874045317	long intergenic non-protein coding RNA 2876
SCARB1	1.0656562484864616	scavenger receptor class B member 1
INADL	1.06567471757511	PATJ crumbs cell polarity complex component
HIC1	1.0657848570371249	HIC ZBTB transcriptional repressor 1
ATL3	1.0659232444971969	atlastin GTPase 3
OMD	1.0659289192033299	osteomodulin
LOC158960	1.0659819551695444	
FAXDC2	1.0660071390503267	fatty acid hydroxylase domain containing 2
CITED2	1.066009223556029	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2
SCTR	1.0660472187628816	secretin receptor
CLVS2	1.066059444111537	clavesin 2
BFSP1	1.0661178323224312	beaded filament structural protein 1
ASAP2	1.0661190887149914	ArfGAP with SH3 domain, ankyrin repeat and PH domain 2
CXCL5	1.0661247024089882	C-X-C motif chemokine ligand 5
MTMR14	1.0662015967258358	myotubularin related protein 14
TEX15	1.0662229833038983	testis expressed 15, meiosis and synapsis associated
SDCCAG8	1.0662457838107005	SHH signaling and ciliogenesis regulator SDCCAG8
HIST1H2AE	1.066270898134435	H2A clustered histone 8
MT1E	1.0662711361475896	metallothionein 1E
FLJ45974	1.0662774133408284	long intergenic non-protein coding RNA 1446
SNX20	1.0663021592470732	sorting nexin 20
MBD6	1.0663124653802212	methyl-CpG binding domain protein 6
MAFB	1.0664236221749108	MAF bZIP transcription factor B
CLNK	1.0664783728376444	cytokine dependent hematopoietic cell linker
TATDN1	1.0665340107409578	TatD DNase domain containing 1
RSPRY1	1.0666081677082166	ring finger and SPRY domain containing 1
MICU3	1.0666513055674252	mitochondrial calcium uptake family member 3
PRPSAP1	1.0666868105608946	phosphoribosyl pyrophosphate synthetase associated protein 1
SPATA3	1.066779239892234	spermatogenesis associated 3
PRIMPOL	1.06682155350232	primase and DNA directed polymerase
GNB5	1.066880370212738	G protein subunit beta 5
LINC01125	1.0670455180182596	chromosome 2 open reading frame 92
KCNN1	1.0670789300310837	potassium calcium-activated channel subfamily N member 1
ARHGEF19	1.0673215174810813	Rho guanine nucleotide exchange factor 19
MED7	1.067396403475074	mediator complex subunit 7
RNF146	1.0674865253935373	ring finger protein 146
STRN	1.067578705366396	striatin
WNT4	1.0677298356889589	Wnt family member 4
PRPF19	1.0677705025055475	pre-mRNA processing factor 19
LCN8	1.067849595217273	lipocalin 8
RASA4B	1.0680123291501342	RAS p21 protein activator 4B
TBC1D21	1.0681366385965616	TBC1 domain family member 21
KRTAP19-1	1.0681950610054405	keratin associated protein 19-1
VCY	1.0682864517228516	variable charge Y-linked
PLAG1	1.068413657275318	PLAG1 zinc finger
OLFML2B	1.0684847886096829	olfactomedin like 2B
SACM1L	1.0686270934368154	SAC1 like phosphatidylinositide phosphatase
DLX6	1.068669556953273	distal-less homeobox 6
MED4	1.0687623065135865	mediator complex subunit 4
GPR32	1.06883491878978	G protein-coupled receptor 32
TAF5	1.068866107949608	TATA-box binding protein associated factor 5
KIF6	1.068921496772914	kinesin family member 6
METTL3	1.0689593293488273	methyltransferase 3, N6-adenosine-methyltransferase complex catalytic subunit
DMXL2	1.069007957793085	Dmx like 2
ATMIN	1.0691022990797876	ATM interactor
OR4C11	1.0691953985442253	olfactory receptor family 4 subfamily C member 11
RALGPS1	1.0692677220394393	Ral GEF with PH domain and SH3 binding motif 1
ZNF85	1.0693729612407359	zinc finger protein 85
WFDC11	1.069719010756345	WAP four-disulfide core domain 11
SPPL3	1.069773309049818	signal peptide peptidase like 3
RSPH1	1.0699068103429379	radial spoke head component 1
MANSC1	1.0699148438256498	MANSC domain containing 1
TM7SF3	1.0699501163664054	transmembrane 7 superfamily member 3
RASSF9	1.070273816976105	Ras association domain family member 9
SULT1A3	1.0702795123272861	sulfotransferase family 1A member 3
MYT1	1.070338758521998	myelin transcription factor 1
IL4I1	1.0703772023920273	interleukin 4 induced 1
DUS3L	1.0703930973160583	dihydrouridine synthase 3 like
TNNC2	1.0704348980746758	troponin C2, fast skeletal type
THAP2	1.0704711429782252	THAP domain containing 2
NHSL1	1.0704826627253525	NHS like 1
RAB24	1.0704981210369429	RAB24, member RAS oncogene family
KBTBD7	1.0705164331429864	kelch repeat and BTB domain containing 7
TAF9	1.070553579424196	TATA-box binding protein associated factor 9
NFYC	1.0705865190191526	nuclear transcription factor Y subunit gamma
EBLN1	1.0705903753215724	endogenous Bornavirus like nucleoprotein 1
CDRT15P1	1.0706128973473799	CDRT15 pseudogene 1
CHN1	1.0706294308979256	chimerin 1
ZBTB18	1.0706553035748096	zinc finger and BTB domain containing 18
TDRP	1.070709846279845	testis development related protein
CASP2	1.0707593508415019	caspase 2
PRAM1	1.070770966221611	PML-RARA regulated adaptor molecule 1
NOVA2	1.0707957552665113	NOVA alternative splicing regulator 2
WDR75	1.0708946543641398	WD repeat domain 75
COL9A2	1.071070857766398	collagen type IX alpha 2 chain
TTF2	1.0710840406195425	transcription termination factor 2
PRAMEF10	1.0712408436798846	PRAME family member 10
NFAM1	1.071250748054612	NFAT activating protein with ITAM motif 1
ZZZ3	1.0712538648092638	zinc finger ZZ-type containing 3
TBL2	1.071527380698903	transducin beta like 2
TDRD12	1.0718956578921786	tudor domain containing 12
ABCG5	1.0719592788701673	ATP binding cassette subfamily G member 5
RNGTT	1.071977466275334	RNA guanylyltransferase and 5'-phosphatase
EQTN	1.0720166385038976	equatorin
RFT1	1.0720945675354119	RFT1 homolog
GDPD5	1.072305692450517	glycerophosphodiester phosphodiesterase domain containing 5
SIAH1	1.0723753481819993	siah E3 ubiquitin protein ligase 1
BLOC1S4	1.0724514246095165	biogenesis of lysosomal organelles complex 1 subunit 4
B4GALT5	1.0724780506824112	beta-1,4-galactosyltransferase 5
SLC2A6	1.072698375140637	solute carrier family 2 member 6
RER1	1.0727469990178071	retention in endoplasmic reticulum sorting receptor 1
AREL1	1.0728064705738845	apoptosis resistant E3 ubiquitin protein ligase 1
HYPM	1.0728492891969732	H2A.P histone
ZNF503	1.0728868577497197	zinc finger protein 503
LCAT	1.072887900411802	lecithin-cholesterol acyltransferase
POC1B	1.0729846209848426	POC1 centriolar protein B
C3orf49	1.0730413612368561	chromosome 3 open reading frame 49
PIGB	1.0731431628136816	phosphatidylinositol glycan anchor biosynthesis class B
PAPSS2	1.073179695685201	3'-phosphoadenosine 5'-phosphosulfate synthase 2
GNPAT	1.0732449292881443	glyceronephosphate O-acyltransferase
CEBPB	1.0733493185718368	CCAAT enhancer binding protein beta
RND2	1.0733906300775244	Rho family GTPase 2
DHRS1	1.0735520435148878	dehydrogenase/reductase 1
C2orf47	1.0736634789927657	matrix AAA peptidase interacting protein 1
AQP6	1.0737245902869426	aquaporin 6
PPP2R1B	1.0737568220906104	protein phosphatase 2 scaffold subunit Abeta
SLC12A1	1.0738192076066146	solute carrier family 12 member 1
PSMD8	1.0738309017249512	proteasome 26S subunit, non-ATPase 8
ST7	1.0738347773595627	suppression of tumorigenicity 7
SNORA71B	1.073909618149245	small nucleolar RNA, H/ACA box 71B
SCN5A	1.0740134747263554	sodium voltage-gated channel alpha subunit 5
ENAM	1.0742979802862933	enamelin
KCTD6	1.0743579098579317	potassium channel tetramerization domain containing 6
LOC101928710	1.0743835520275566	
GUCA2A	1.074431266899829	guanylate cyclase activator 2A
CCNK	1.07443806704155	cyclin K
AP2A1	1.0745325703672486	adaptor related protein complex 2 subunit alpha 1
CLEC6A	1.0745532933733348	C-type lectin domain containing 6A
STXBP2	1.0747098724098538	syntaxin binding protein 2
RNASET2	1.0747290190745593	ribonuclease T2
MAPK13	1.0748349402560278	mitogen-activated protein kinase 13
LINC00211	1.0748683274477662	long intergenic non-protein coding RNA 211
TRIM71	1.0749910910295408	tripartite motif containing 71
HIST1H4K	1.0750830515963583	H4 clustered histone 12
ARMC1	1.07508762888037	armadillo repeat containing 1
PYCR2	1.0750888259540952	pyrroline-5-carboxylate reductase 2
COX7B	1.07510884375762	cytochrome c oxidase subunit 7B
C1orf185	1.0752550595111998	chromosome 1 open reading frame 185
MYCL	1.0752552295385471	MYCL proto-oncogene, bHLH transcription factor
PNCK	1.0752589721190569	pregnancy up-regulated nonubiquitous CaM kinase
TAS2R13	1.075383698573277	taste 2 receptor member 13
LOC100652758	1.0753856989600374	uncharacterized LOC100652758(LOC100652758)
HECW2	1.075436392052612	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2
DDAH1	1.075516149455837	dimethylarginine dimethylaminohydrolase 1
SLC12A5	1.075542606742057	solute carrier family 12 member 5
TAS2R19	1.0756245542088236	taste 2 receptor member 19
LY6G6F	1.0757183380015016	lymphocyte antigen 6 family member G6F
LINC00696	1.0757527220368193	long intergenic non-protein coding RNA 696
N4BP2	1.0757601120590028	NEDD4 binding protein 2
CTSK	1.075765598748275	cathepsin K
GPC1	1.0757867348954138	glypican 1
DBNL	1.0758477256941223	drebrin like
TAF15	1.0759129608569096	TATA-box binding protein associated factor 15
PHLDA3	1.0759424689397012	pleckstrin homology like domain family A member 3
TMEM249	1.0759577363403698	transmembrane protein 249
SARS2	1.07610227876732	seryl-tRNA synthetase 2, mitochondrial
KCNQ2	1.0761258176520034	potassium voltage-gated channel subfamily Q member 2
LOC441025	1.0762828991405897	
HTRA3	1.076352572225116	HtrA serine peptidase 3
EVI2A	1.0764396802053195	ecotropic viral integration site 2A
NDUFV2	1.0765007419684907	NADH:ubiquinone oxidoreductase core subunit V2
MPP4	1.0765443188711459	MAGUK p55 scaffold protein 4
CCDC88A	1.0766043965801992	coiled-coil domain containing 88A
EPN1	1.0766585108191193	epsin 1
TXN2	1.0766809960704422	thioredoxin 2
LCMT1	1.0766906542886305	leucine carboxyl methyltransferase 1
SCARA3	1.076878657813056	scavenger receptor class A member 3
USP2	1.0770584971051707	ubiquitin specific peptidase 2
KLF15	1.0771022701152682	Kruppel like factor 15
GABRB1	1.0771093997318455	gamma-aminobutyric acid type A receptor subunit beta1
IMMT	1.0772016257214594	inner membrane mitochondrial protein
OTUD4	1.077248173595666	OTU deubiquitinase 4
DEXI	1.077433172458905	Dexi homolog
MS4A15	1.0775245504607331	membrane spanning 4-domains A15
ZNF616	1.0776852916938608	zinc finger protein 616
PROK1	1.0777051419828105	prokineticin 1
OR11A1	1.0778716221374114	olfactory receptor family 11 subfamily A member 1
FANCB	1.0780261741197246	FA complementation group B
UBE2J2	1.0780672489359953	ubiquitin conjugating enzyme E2 J2
RAB41	1.0780910903745549	RAB41, member RAS oncogene family
OR2L1P	1.0782119987735261	olfactory receptor family 2 subfamily L member 1 pseudogene
MSX2P1	1.0782685579906899	msh homeobox 2 pseudogene 1
TEX261	1.0783046007945043	testis expressed 261
ITGA2	1.0783077523267195	integrin subunit alpha 2
OR4F21	1.0783133615804599	olfactory receptor family 4 subfamily F member 21
TMEM106C	1.078569049568447	transmembrane protein 106C
INTS7	1.0788193676353004	integrator complex subunit 7
COX8A	1.0788769890901353	cytochrome c oxidase subunit 8A
HIST3H2BB	1.0789657204033372	H2B.U histone 1
CYP26B1	1.07897831421278	cytochrome P450 family 26 subfamily B member 1
LACTB	1.0790049051006632	lactamase beta
FAM53C	1.0790420413216555	family with sequence similarity 53 member C
CCNB1	1.0792144821618137	cyclin B1
GOLM1	1.0792401251697255	golgi membrane protein 1
NDUFAF1	1.079251568403403	NADH:ubiquinone oxidoreductase complex assembly factor 1
ULK3	1.0792629309515722	unc-51 like kinase 3
OR2F1	1.0792946580954428	olfactory receptor family 2 subfamily F member 1
GCN1L1	1.0794848161733632	GCN1 activator of EIF2AK4
AMER2	1.0796139970638088	APC membrane recruitment protein 2
STRN4	1.0796597011052975	striatin 4
SLC15A5	1.079745756431857	solute carrier family 15 member 5
AK7	1.079776885201514	adenylate kinase 7
TEKT3	1.079824356793262	tektin 3
NAA20	1.0798970129746577	N-alpha-acetyltransferase 20, NatB catalytic subunit
KHDRBS3	1.0798979093764638	KH RNA binding domain containing, signal transduction associated 3
CUX1	1.079908764956009	cut like homeobox 1
CD99	1.0799211347732467	CD99 molecule (Xg blood group)
GBX2	1.0800496162326398	gastrulation brain homeobox 2
PTPRG	1.0801392394452018	protein tyrosine phosphatase receptor type G
GRHL1	1.0802798918635568	grainyhead like transcription factor 1
CRYBB2P1	1.0803448069825703	crystallin beta B2 pseudogene 1
DTHD1	1.0803513980125516	death domain containing 1
LOC648987	1.0803881698859343	
KCNA1	1.080449802568416	potassium voltage-gated channel subfamily A member 1
MBD3	1.0805152502322777	methyl-CpG binding domain protein 3
TMPRSS12	1.0805536915149232	transmembrane serine protease 12
FUNDC2	1.0805675960665815	FUN14 domain containing 2
CHEK2	1.080809795792281	checkpoint kinase 2
INTS3	1.080841587991328	integrator complex subunit 3
ASAH1	1.0810061539034377	N-acylsphingosine amidohydrolase 1
FLJ44087	1.0810092991635598	
SLN	1.0810381401044322	sarcolipin
TMEM101	1.0812227146991646	transmembrane protein 101
GCLC	1.0813270538213762	glutamate-cysteine ligase catalytic subunit
PAX6	1.0813691896373832	paired box 6
DDX43	1.0813772647185906	DEAD-box helicase 43
TTLL4	1.0814889363758236	tubulin tyrosine ligase like 4
ADRBK2	1.0815399626823345	G protein-coupled receptor kinase 3
C14orf64	1.0816947107132306	long intergenic non-protein coding RNA 1550
C15orf62	1.081775446474446	chromosome 15 open reading frame 62
KCNMA1	1.0819175471968745	potassium calcium-activated channel subfamily M alpha 1
SV2C	1.0819262920200796	synaptic vesicle glycoprotein 2C
PPM1J	1.0820130643775399	protein phosphatase, Mg2+/Mn2+ dependent 1J
OR2A20P	1.0820374922250924	olfactory receptor family 2 subfamily A member 20 pseudogene
CGGBP1	1.0820468178671192	CGG triplet repeat binding protein 1
HIGD1B	1.0820522637782277	HIG1 hypoxia inducible domain family member 1B
DNAJC1	1.0820950775459384	DnaJ heat shock protein family (Hsp40) member C1
AQP7	1.082287071010958	aquaporin 7
LOC101927718	1.0824104203632907	
FUNDC1	1.082538074436224	FUN14 domain containing 1
DPY19L2P4	1.0825887404641232	DPY19L2 pseudogene 4
FLII	1.082606672217238	FLII actin remodeling protein
LOC391003	1.0826211466492452	
C1QTNF9B	1.0827380197773637	C1q and TNF related 9B
SLC14A2	1.0827760405901736	solute carrier family 14 member 2
MRPL30	1.082904795170779	mitochondrial ribosomal protein L30
OR5H15	1.082988266868864	olfactory receptor family 5 subfamily H member 15
NBEAP1	1.0830574176166479	neurobeachin pseudogene 1
SMARCD1	1.083082043586578	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1
RYK	1.08318538689794	receptor like tyrosine kinase
WASH2P	1.0832743279691346	WASP family homolog 2, pseudogene
SERPINA3	1.08348174603631	serpin family A member 3
CD7	1.0836104782486267	CD7 molecule
SBF1P1	1.083711897801304	SET binding factor 1 pseudogene 1
DCTD	1.083795826132182	dCMP deaminase
LINC00341	1.0839402443456465	spectrin repeat containing nuclear envelope family member 3
HS6ST1	1.0839406153053517	heparan sulfate 6-O-sulfotransferase 1
OR2D2	1.0840420522063168	olfactory receptor family 2 subfamily D member 2
MRPS36	1.0841641646233806	mitochondrial ribosomal protein S36
TCIRG1	1.0845500728439135	T cell immune regulator 1, ATPase H+ transporting V0 subunit a3
PEF1	1.0845973678139142	penta-EF-hand domain containing 1
SYNJ1	1.0846162807937516	synaptojanin 1
ZFYVE26	1.0846351325329129	zinc finger FYVE-type containing 26
CD72	1.0846382897010152	CD72 molecule
SLC25A10	1.0847179846114994	solute carrier family 25 member 10
SYN3	1.0847350637106907	synapsin III
TPRG1L	1.08479634703294	tumor protein p63 regulated 1 like
MYH13	1.0848209956179582	myosin heavy chain 13
TBRG1	1.0848451851887395	transforming growth factor beta regulator 1
SEC13	1.0849354904006303	SEC13 homolog, nuclear pore and COPII coat complex component
LINC00113	1.0849785994824235	long intergenic non-protein coding RNA 113
PHF14	1.0849870729492181	PHD finger protein 14
RGPD6	1.0850137490761098	RANBP2 like and GRIP domain containing 6
NHLRC3	1.0850333434685162	NHL repeat containing 3
DMRTB1	1.0850869433955121	DMRT like family B with proline rich C-terminal 1
FAM206A	1.0851495616415612	actin binding transcription modulator
UBE2M	1.0851875083718887	ubiquitin conjugating enzyme E2 M
ADORA2A	1.0854115641849693	adenosine A2a receptor
SECTM1	1.085452911245144	secreted and transmembrane 1
DUSP16	1.085489220118017	dual specificity phosphatase 16
VAC14-AS1	1.0856182043680815	VAC14 antisense RNA 1
UBE2U	1.0856422488289807	ubiquitin conjugating enzyme E2 U
RNF126	1.0858480913571231	ring finger protein 126
ENTPD6	1.0858545870237502	ectonucleoside triphosphate diphosphohydrolase 6
PANK1	1.0859097109800806	pantothenate kinase 1
PKNOX2	1.0859879789566222	PBX/knotted 1 homeobox 2
ADAM21	1.0860856820694547	ADAM metallopeptidase domain 21
VWCE	1.0861150167705533	von Willebrand factor C and EGF domains
PPP1R42	1.08618198480083	protein phosphatase 1 regulatory subunit 42
MAF1	1.0861900499762165	MAF1 homolog, negative regulator of RNA polymerase III
PKN3	1.086302920667984	protein kinase N3
TSPAN31	1.086439598421181	tetraspanin 31
ARFIP2	1.0864396588282463	ADP ribosylation factor interacting protein 2
SOHLH2	1.0864408988110525	spermatogenesis and oogenesis specific basic helix-loop-helix 2
CIAPIN1	1.086486482440828	cytokine induced apoptosis inhibitor 1
MAGEB17	1.0865129858259164	MAGE family member B17
ZSCAN12	1.0865373482293035	zinc finger and SCAN domain containing 12
ABCB4	1.0867816148052174	ATP binding cassette subfamily B member 4
CPA6	1.0867858610430763	carboxypeptidase A6
DAPL1	1.0868635675785043	death associated protein like 1
PITX3	1.0869084671766858	paired like homeodomain 3
DMBX1	1.0869384205775234	diencephalon/mesencephalon homeobox 1
ARV1	1.0870173851315443	ARV1 homolog, fatty acid homeostasis modulator
MAPKAP1	1.0871267601905477	MAPK associated protein 1
BTBD18	1.08713960209164	BTB domain containing 18
KRTAP1-1	1.087159974081062	keratin associated protein 1-1
CCL21	1.0871657140464683	C-C motif chemokine ligand 21
GEMIN8P4	1.0872697498454889	gem nuclear organelle associated protein 8 pseudogene 4
LOXL2	1.0873548212308304	lysyl oxidase like 2
OR10C1	1.0874088396959132	olfactory receptor family 10 subfamily C member 1
ZNF599	1.0874883024491424	zinc finger protein 599
FASTKD5	1.08763205788318	FAST kinase domains 5
TMEFF2	1.087647915293069	transmembrane protein with EGF like and two follistatin like domains 2
TMEM87B	1.0876928504651995	transmembrane protein 87B
CC2D1B	1.0877397019648734	coiled-coil and C2 domain containing 1B
ZNF257	1.0877912599811017	zinc finger protein 257
