Gene	Summed p values	Name
CDC42SE2	1.0034889068611252	CDC42 small effector 2
FOXRED2	1.0035263937293304	FAD dependent oxidoreductase domain containing 2
MYO3B	1.0035664980024475	myosin IIIB
COMMD3-BMI1	1.0036464852544513	COMMD3-BMI1 readthrough
CTGF	1.0037724238607408	cellular communication network factor 2
KYAT1	1.003888223361999	kynurenine aminotransferase 1
RIDA	1.003888265117546	reactive intermediate imine deaminase A homolog
SLC25A40	1.0040494254543464	solute carrier family 25 member 40
CNP	1.0042446231774056	2',3'-cyclic nucleotide 3' phosphodiesterase
BLVRB	1.0043086919731072	biliverdin reductase B
AVIL	1.004349231138381	advillin
KDM6B	1.0043566349776873	lysine demethylase 6B
TUBG1	1.0044660955960565	tubulin gamma 1
TACC2	1.0044982275999204	transforming acidic coiled-coil containing protein 2
SUV39H1	1.0045408888299425	SUV39H1 histone lysine methyltransferase
STK38	1.0046607188711163	serine/threonine kinase 38
CNOT10	1.0049693706992426	CCR4-NOT transcription complex subunit 10
SOX6	1.0050734792522433	SRY-box transcription factor 6
CEP170	1.0052221957662593	centrosomal protein 170
SAR1A	1.0052323970343255	secretion associated Ras related GTPase 1A
RAPGEF6	1.0052705157012078	Rap guanine nucleotide exchange factor 6
CELF2	1.005671050346304	CUGBP Elav-like family member 2
NFIA	1.0057018899226389	nuclear factor I A
ZDHHC7	1.005713368429278	zinc finger DHHC-type palmitoyltransferase 7
EEF2K	1.0058065098390365	eukaryotic elongation factor 2 kinase
C1orf174	1.0061479468885326	chromosome 1 open reading frame 174
GATAD2B	1.0061978851187336	GATA zinc finger domain containing 2B
HENMT1	1.0062217834115734	HEN methyltransferase 1
INIP	1.0064589194626188	INTS3 and NABP interacting protein
TAF4	1.0066003174511104	TATA-box binding protein associated factor 4
RNASET2	1.0068135995929937	ribonuclease T2
KLF3	1.0068614765616966	Kruppel like factor 3
PMF1	1.0069777230874963	polyamine modulated factor 1
KBTBD2	1.0074842779486683	kelch repeat and BTB domain containing 2
ZNF512B	1.0075212726169278	zinc finger protein 512B
BOLA1	1.007578725232096	bolA family member 1
FAM105A	1.0081549147506461	OTU deubiquitinase with linear linkage specificity like
DHX30	1.0081637937418888	DExH-box helicase 30
COMMD3	1.0082174808698459	COMM domain containing 3
ANKRD13C	1.0082628503995676	ankyrin repeat domain 13C
CHEK2	1.0083218447618503	checkpoint kinase 2
GPR108	1.008456342746804	G protein-coupled receptor 108
GARS	1.0085590754793674	glycyl-tRNA synthetase 1
ING1	1.008576064964684	inhibitor of growth family member 1
RAB4B	1.0086253629245825	RAB4B, member RAS oncogene family
HNRNPLL	1.008681053492055	heterogeneous nuclear ribonucleoprotein L like
IFT20	1.0088915448011495	intraflagellar transport 20
MAPK12	1.008990962906085	mitogen-activated protein kinase 12
EHMT1	1.0091394932839646	euchromatic histone lysine methyltransferase 1
CHMP4C	1.0092015380669221	charged multivesicular body protein 4C
MGP	1.009225776484733	matrix Gla protein
EEF1A1	1.0092390475730793	eukaryotic translation elongation factor 1 alpha 1
RHOG	1.0093451128382576	ras homolog family member G
FAM133B	1.009743501201236	family with sequence similarity 133 member B
BIRC2	1.009781586643946	baculoviral IAP repeat containing 2
MRPL45	1.0098180982301768	mitochondrial ribosomal protein L45
ZKSCAN1	1.009918732942428	zinc finger with KRAB and SCAN domains 1
SHROOM4	1.0099744149740397	shroom family member 4
PGD	1.0100595124017686	phosphogluconate dehydrogenase
SYTL5	1.0102078718027687	synaptotagmin like 5
ADPRH	1.0102279852664797	ADP-ribosylarginine hydrolase
ANXA8	1.0102657528125887	annexin A8
C1orf56	1.0104310509872416	chromosome 1 open reading frame 56
TSPAN6	1.010483568201418	tetraspanin 6
LMAN2L	1.0105518945788796	lectin, mannose binding 2 like
STRADA	1.010712613024164	STE20 related adaptor alpha
TFE3	1.0107969717829852	transcription factor binding to IGHM enhancer 3
GRN	1.0109185846685682	granulin precursor
PLSCR1	1.0111494456008907	phospholipid scramblase 1
NAT10	1.0111511261025068	N-acetyltransferase 10
PLEKHA8	1.0112444117107735	pleckstrin homology domain containing A8
AGFG2	1.0113415895838451	ArfGAP with FG repeats 2
AP1M1	1.01173793591862	adaptor related protein complex 1 subunit mu 1
MYH9	1.0118262465531913	myosin heavy chain 9
MOB2	1.0125976867259778	MOB kinase activator 2
FMR1	1.0127034190198014	fragile X messenger ribonucleoprotein 1
MKKS	1.0132099179888727	MKKS centrosomal shuttling protein
LRCH3	1.013236929547327	leucine rich repeats and calponin homology domain containing 3
CHN1	1.0132762211640332	chimerin 1
HEXA	1.0134305429819679	hexosaminidase subunit alpha
RDH13	1.013583901287873	retinol dehydrogenase 13
C10orf11	1.0140930745296857	leucine rich melanocyte differentiation associated
CTDP1	1.0141857339961242	CTD phosphatase subunit 1
NEU1	1.01426598902877	neuraminidase 1
SPOUT1	1.0144857671930576	SPOUT domain containing methyltransferase 1
GTF2I	1.0146477263466724	general transcription factor IIi
LALBA	1.0149192640895264	lactalbumin alpha
UHRF1BP1L	1.0149525088935696	UHRF1 binding protein 1 like
HPS3	1.0149799580929686	HPS3 biogenesis of lysosomal organelles complex 2 subunit 1
TMED10	1.015046975652093	transmembrane p24 trafficking protein 10
NOVA1	1.0150584053469267	NOVA alternative splicing regulator 1
SKIL	1.0152509898678892	SKI like proto-oncogene
CENPI	1.0153481454953117	centromere protein I
FAM96A	1.015423957092302	cytosolic iron-sulfur assembly component 2A
DSG1	1.015454622057112	desmoglein 1
DNAH2	1.0156627647471381	dynein axonemal heavy chain 2
HOMEZ	1.015760169366463	homeobox and leucine zipper encoding
WDR77	1.0157780548189606	WD repeat domain 77
FAM83F	1.015819742084901	family with sequence similarity 83 member F
ZMAT5	1.015848894571068	zinc finger matrin-type 5
POP1	1.015875666064734	POP1 homolog, ribonuclease P/MRP subunit
RFX2	1.0160761711646757	regulatory factor X2
RPL10	1.0165987390746936	ribosomal protein L10
CHSY3	1.0168094435206847	chondroitin sulfate synthase 3
PPP3R1	1.0169744210672516	protein phosphatase 3 regulatory subunit B, alpha
NPC1	1.0170010063782127	NPC intracellular cholesterol transporter 1
PSMD8	1.017330308590384	proteasome 26S subunit, non-ATPase 8
POLR3E	1.017367988858485	RNA polymerase III subunit E
CDCA3	1.0174150839596214	cell division cycle associated 3
HAAO	1.0174464372772816	3-hydroxyanthranilate 3,4-dioxygenase
EIF1AX	1.0180250263062072	eukaryotic translation initiation factor 1A X-linked
GMPPB	1.0180460522700971	GDP-mannose pyrophosphorylase B
RBMS2	1.018167286833818	RNA binding motif single stranded interacting protein 2
MORC2	1.0182921346893405	MORC family CW-type zinc finger 2
TMEM2	1.018315238665056	cell migration inducing hyaluronidase 2
MRPL38	1.0184897574187475	mitochondrial ribosomal protein L38
EIF3CL	1.0191248613135049	eukaryotic translation initiation factor 3 subunit C like
EYS	1.0191994730763438	eyes shut homolog
PON2	1.0196111817063107	paraoxonase 2
NR2F6	1.0196914733221576	nuclear receptor subfamily 2 group F member 6
GAPVD1	1.0197762589971255	GTPase activating protein and VPS9 domains 1
PDCD2L	1.0198083138446439	programmed cell death 2 like
DOCK6	1.0198205096808586	dedicator of cytokinesis 6
LY96	1.0200610649919142	lymphocyte antigen 96
CDKL3	1.0201234057919923	cyclin dependent kinase like 3
WNK4	1.0201949157990255	WNK lysine deficient protein kinase 4
ZNF569	1.0205960229624824	zinc finger protein 569
TRPC4AP	1.0206899616874874	transient receptor potential cation channel subfamily C member 4 associated protein
METTL16	1.0207558200868525	methyltransferase 16, N6-methyladenosine
UBQLN1	1.0209272872005122	ubiquilin 1
EXOC6	1.020993972123875	exocyst complex component 6
AK4	1.021023033027161	adenylate kinase 4
TSC2	1.0211595448622084	TSC complex subunit 2
RBM41	1.0213804390011043	RNA binding motif protein 41
RNASE6	1.0216035723916428	ribonuclease A family member k6
METTL8	1.021619904877654	methyltransferase 8, methylcytidine
STAU2	1.0218087468145982	staufen double-stranded RNA binding protein 2
NDUFAF5	1.0219178995262523	NADH:ubiquinone oxidoreductase complex assembly factor 5
SVIP	1.0220143837371292	small VCP interacting protein
FSTL3	1.0221460422699544	follistatin like 3
ZNF629	1.022387173273225	zinc finger protein 629
TRIAP1	1.0225282170409637	TP53 regulated inhibitor of apoptosis 1
MANBAL	1.022680181898152	mannosidase beta like
PFDN2	1.0228293887712685	prefoldin subunit 2
CHID1	1.0229177198485928	chitinase domain containing 1
AKR1A1	1.023023573023401	aldo-keto reductase family 1 member A1
UBN1	1.0231867729386241	ubinuclein 1
XRCC5	1.0232796642165618	X-ray repair cross complementing 5
ACADSB	1.0233696410874262	acyl-CoA dehydrogenase short/branched chain
DNPEP	1.0235295601132992	aspartyl aminopeptidase
EIF3G	1.0237997278713986	eukaryotic translation initiation factor 3 subunit G
MED17	1.0238605523149826	mediator complex subunit 17
TCEA1	1.0240040309626568	transcription elongation factor A1
PPP1R12B	1.0240595270636792	protein phosphatase 1 regulatory subunit 12B
CCDC102A	1.0240909513737855	coiled-coil domain containing 102A
SRC	1.024176011736644	SRC proto-oncogene, non-receptor tyrosine kinase
TGM2	1.0245472652126124	transglutaminase 2
ARHGEF5	1.024550957088316	Rho guanine nucleotide exchange factor 5
ECHDC3	1.0245623366173358	enoyl-CoA hydratase domain containing 3
PIR	1.0246195082033762	pirin
DTNB	1.0246988655689944	dystrobrevin beta
RNF126	1.0250459049307619	ring finger protein 126
MUT	1.0252847228820026	methylmalonyl-CoA mutase
CMPK1	1.0255941708804293	cytidine/uridine monophosphate kinase 1
CDK13	1.0256904656027706	cyclin dependent kinase 13
TCP1	1.0257626444764023	t-complex 1
CEACAM6	1.025843051880213	CEA cell adhesion molecule 6
SLC12A7	1.0259446699299313	solute carrier family 12 member 7
ALG5	1.0259456499614912	ALG5 dolichyl-phosphate beta-glucosyltransferase
SH3BP1	1.0260739194310449	SH3 domain binding protein 1
HMGCS2	1.0262987316633803	3-hydroxy-3-methylglutaryl-CoA synthase 2
ANKRD40	1.0263439211111094	ankyrin repeat domain 40
ACAP3	1.0263836566152245	ArfGAP with coiled-coil, ankyrin repeat and PH domains 3
LANCL2	1.0264946943545916	LanC like 2
RAD17	1.0265559532832944	RAD17 checkpoint clamp loader component
PLEKHA4	1.026627748189813	pleckstrin homology domain containing A4
FAM184A	1.0268304018246308	family with sequence similarity 184 member A
DNAH12	1.0268477294550837	dynein axonemal heavy chain 12
CABLES1	1.026866358179269	Cdk5 and Abl enzyme substrate 1
ZNF532	1.0269723438673872	zinc finger protein 532
DENND2C	1.026978729305585	DENN domain containing 2C
APOBEC3F	1.0270386360122836	apolipoprotein B mRNA editing enzyme catalytic subunit 3F
ZNF143	1.0273138643632678	zinc finger protein 143
TSNARE1	1.0275292929923419	t-SNARE domain containing 1
ISG20	1.0278393525153788	interferon stimulated exonuclease gene 20
MRPL10	1.0279968521011007	mitochondrial ribosomal protein L10
CTPS2	1.0281798823843944	CTP synthase 2
ERN1	1.0282241498762157	endoplasmic reticulum to nucleus signaling 1
IRF2BP1	1.0284710430385364	interferon regulatory factor 2 binding protein 1
PACSIN1	1.0284887787718708	protein kinase C and casein kinase substrate in neurons 1
TMEM161A	1.0285002962888177	transmembrane protein 161A
HIST1H1E	1.0285503651301526	H1.4 linker histone, cluster member
IQGAP2	1.0288341993781362	IQ motif containing GTPase activating protein 2
PTPRS	1.0290144381792428	protein tyrosine phosphatase receptor type S
TIMM23	1.0290832838946795	translocase of inner mitochondrial membrane 23
GPRIN1	1.0294377045629917	G protein regulated inducer of neurite outgrowth 1
NT5C	1.0295702828985749	5', 3'-nucleotidase, cytosolic
YIF1B	1.0299102434742191	Yip1 interacting factor homolog B, membrane trafficking protein
AP1G1	1.029953787824391	adaptor related protein complex 1 subunit gamma 1
SEPP1	1.0300067202807486	selenoprotein P
MADD	1.0302743399697887	MAP kinase activating death domain
SEPTIN10	1.0304896300775757	septin 10
PCNA	1.0305637266542944	proliferating cell nuclear antigen
STAT2	1.0306572770655391	signal transducer and activator of transcription 2
SP1	1.030966420173897	Sp1 transcription factor
CCDC125	1.031089787760547	coiled-coil domain containing 125
SMAD4	1.031188714248192	SMAD family member 4
METAP2	1.0314042910642958	methionyl aminopeptidase 2
PPP1R12C	1.0314391763616015	protein phosphatase 1 regulatory subunit 12C
CLK4	1.0315890342605711	CDC like kinase 4
BLOC1S5	1.0319509724544043	biogenesis of lysosomal organelles complex 1 subunit 5
INPP5J	1.0321986258367388	inositol polyphosphate-5-phosphatase J
EMC10	1.0324998735930282	ER membrane protein complex subunit 10
CBX8	1.0328663157205313	chromobox 8
PCGF5	1.0330061833979711	polycomb group ring finger 5
OLFM1	1.033355580374795	olfactomedin 1
FAM98A	1.033394040283489	family with sequence similarity 98 member A
NDUFAF7	1.0334554591516545	NADH:ubiquinone oxidoreductase complex assembly factor 7
AGMAT	1.0335374558345256	agmatinase
SYPL1	1.0335481642106232	synaptophysin like 1
MAP2K3	1.0336964894048037	mitogen-activated protein kinase kinase 3
FAM136A	1.0338377463457875	family with sequence similarity 136 member A
FAM171B	1.03436840464174	family with sequence similarity 171 member B
TRA2A	1.0347515498022137	transformer 2 alpha homolog
PAM	1.0350965259796518	peptidylglycine alpha-amidating monooxygenase
PAMR1	1.0357944794103207	peptidase domain containing associated with muscle regeneration 1
XRN1	1.0358314496903023	5'-3' exoribonuclease 1
POLR3D	1.0358890654040107	RNA polymerase III subunit D
AP4B1	1.035900300916154	adaptor related protein complex 4 subunit beta 1
RCCD1	1.0362643285051978	RCC1 domain containing 1
LRRC42	1.0363465458590002	leucine rich repeat containing 42
EEPD1	1.0363830441369521	endonuclease/exonuclease/phosphatase family domain containing 1
TRAF3IP1	1.0365402606116894	TRAF3 interacting protein 1
CCT3	1.0365768954429329	chaperonin containing TCP1 subunit 3
MRM1	1.0366412820812156	mitochondrial rRNA methyltransferase 1
SNX6	1.0367397965345828	sorting nexin 6
BBS4	1.0368937673979906	Bardet-Biedl syndrome 4
PRPF18	1.0369269344328682	pre-mRNA processing factor 18
KCTD1	1.0374214044338776	potassium channel tetramerization domain containing 1
NUP35	1.0374831540413094	nucleoporin 35
GMPR2	1.0374930601139654	guanosine monophosphate reductase 2
IDS	1.0375641196398444	iduronate 2-sulfatase
PURA	1.0377189241343951	purine rich element binding protein A
RGS19	1.0379013019085068	regulator of G protein signaling 19
SPINT2	1.037983743289994	serine peptidase inhibitor, Kunitz type 2
DNAJC30	1.0380614657134568	DnaJ heat shock protein family (Hsp40) member C30
DGKQ	1.0385868868582027	diacylglycerol kinase theta
NLN	1.0386602549060906	neurolysin
SPAG5	1.0387145889618592	sperm associated antigen 5
HMG20A	1.0388954856669828	high mobility group 20A
RBL1	1.0390437662274272	RB transcriptional corepressor like 1
SPRYD4	1.0392835954377926	SPRY domain containing 4
RPS12	1.0393245316724213	ribosomal protein S12
ZKSCAN8	1.0398733055798537	zinc finger with KRAB and SCAN domains 8
SLAIN2	1.0399271249681605	SLAIN motif family member 2
DTX2	1.039980023944088	deltex E3 ubiquitin ligase 2
SREBF2	1.0400162402844662	sterol regulatory element binding transcription factor 2
WDR4	1.040222274213622	WD repeat domain 4
SKP1	1.04058838087359	S-phase kinase associated protein 1
PROM1	1.040678241958822	prominin 1
TIGD2	1.0407699009364277	tigger transposable element derived 2
PDSS1	1.0408160633909718	decaprenyl diphosphate synthase subunit 1
SLC44A2	1.040835429548176	solute carrier family 44 member 2
SOX5	1.0410047624219139	SRY-box transcription factor 5
MINA	1.041022600854422	ribosomal oxygenase 2
MYO18B	1.0413686159964515	myosin XVIIIB
ZNF24	1.0415654641521679	zinc finger protein 24
ALDH3B1	1.0416137761252373	aldehyde dehydrogenase 3 family member B1
NUDT11	1.0419502529473847	nudix hydrolase 11
BAZ2B	1.042163667856125	bromodomain adjacent to zinc finger domain 2B
DNAJB5	1.042250087008954	DnaJ heat shock protein family (Hsp40) member B5
RPL31	1.0424202466263846	ribosomal protein L31
RMND1	1.0424250749615378	required for meiotic nuclear division 1 homolog
FPGT-TNNI3K	1.042653865479707	FPGT-TNNI3K readthrough
ZNF394	1.0427299185597632	zinc finger protein 394
FAM213B	1.0429345543829638	peroxiredoxin like 2B
YEATS4	1.043030771895397	YEATS domain containing 4
CUL4B	1.043273022840836	cullin 4B
EIF2AK4	1.0432863453853347	eukaryotic translation initiation factor 2 alpha kinase 4
PDSS2	1.043501440035763	decaprenyl diphosphate synthase subunit 2
TPI1	1.0437950522927337	triosephosphate isomerase 1
GNA13	1.0439618740100172	G protein subunit alpha 13
IMPDH1	1.0441962514326748	inosine monophosphate dehydrogenase 1
PRPF38A	1.0442453949324992	pre-mRNA processing factor 38A
KCTD5	1.044596519144389	potassium channel tetramerization domain containing 5
ZSCAN31	1.0447991302345692	zinc finger and SCAN domain containing 31
GSPT1	1.0450728432414766	G1 to S phase transition 1
ILF3	1.0450763610361034	interleukin enhancer binding factor 3
WDR45B	1.0451041979768743	WD repeat domain 45B
SEC11A	1.0451070667433995	SEC11 homolog A, signal peptidase complex subunit
TTC17	1.0452103026792425	tetratricopeptide repeat domain 17
SMNDC1	1.045248214864125	survival motor neuron domain containing 1
TSC22D3	1.0453865624167855	TSC22 domain family member 3
CDK11B	1.0458032955687575	cyclin dependent kinase 11B
ABCA1	1.0459416033014777	ATP binding cassette subfamily A member 1
PRR14L	1.0459573238052653	proline rich 14 like
BRD3	1.0460815954483114	bromodomain containing 3
FRYL	1.0461494541290353	FRY like transcription coactivator
PLXNA2	1.046190950744203	plexin A2
FST	1.0463928569656473	follistatin
GBP3	1.0464002427487098	guanylate binding protein 3
PAPD5	1.0464306662086078	terminal nucleotidyltransferase 4B
OBSCN	1.0464339003201024	obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF
MTX1	1.0468700561558353	metaxin 1
ATXN2	1.0468794494216045	ataxin 2
NDUFS8	1.0470222841409798	NADH:ubiquinone oxidoreductase core subunit S8
PHACTR1	1.0470833893292615	phosphatase and actin regulator 1
SRCAP	1.0471831797309883	Snf2 related CREBBP activator protein
CHRAC1	1.0479487397849883	chromatin accessibility complex subunit 1
NCSTN	1.0479508044737909	nicastrin
DNAJB6	1.04795937469996	DnaJ heat shock protein family (Hsp40) member B6
MUL1	1.0480254209442417	mitochondrial E3 ubiquitin protein ligase 1
NDUFA3	1.0480616287918914	NADH:ubiquinone oxidoreductase subunit A3
NPRL2	1.0482730581348108	NPR2 like, GATOR1 complex subunit
SH3GL3	1.0484045735141236	SH3 domain containing GRB2 like 3, endophilin A3
TBC1D9B	1.0484090071530558	TBC1 domain family member 9B
CAPN5	1.0486770775014198	calpain 5
LZIC	1.0492547254537223	leucine zipper and CTNNBIP1 domain containing
CD3EAP	1.049663923959973	RNA polymerase I subunit G
SIK2	1.0498881341045263	salt inducible kinase 2
GXYLT1	1.0499472854436704	glucoside xylosyltransferase 1
SYNE1	1.050068186714248	spectrin repeat containing nuclear envelope protein 1
MAD2L2	1.0500848205126294	mitotic arrest deficient 2 like 2
NRBP2	1.0501766548134213	nuclear receptor binding protein 2
LGALS9	1.050313778042815	galectin 9
BICD2	1.050329829761369	BICD cargo adaptor 2
EIF2B3	1.050547596713131	eukaryotic translation initiation factor 2B subunit gamma
HEG1	1.0509175824821004	heart development protein with EGF like domains 1
GALNT14	1.0509327937546216	polypeptide N-acetylgalactosaminyltransferase 14
MRE11A	1.0511018015774312	MRE11 homolog, double strand break repair nuclease
TRMT2A	1.051132065551236	tRNA methyltransferase 2 homolog A
AAGAB	1.0513034078417713	alpha and gamma adaptin binding protein
ZC3H11A	1.051334029547276	zinc finger CCCH-type containing 11A
HMGCR	1.051484533049598	3-hydroxy-3-methylglutaryl-CoA reductase
BUB1	1.0517509552815487	BUB1 mitotic checkpoint serine/threonine kinase
ACTR1B	1.0517764866346395	actin related protein 1B
HTATIP2	1.0518056330102343	HIV-1 Tat interactive protein 2
PRIM1	1.0518587001179696	DNA primase subunit 1
RAI1	1.0521753304931238	retinoic acid induced 1
MASTL	1.0522423948135553	microtubule associated serine/threonine kinase like
CFAP97	1.0524621594144459	cilia and flagella associated protein 97
AKAP8	1.0525794490834355	A-kinase anchoring protein 8
RPL14	1.053035075440226	ribosomal protein L14
PTEN	1.0532314643609852	phosphatase and tensin homolog
MTHFD2	1.0532978832156497	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase
RAD51C	1.0535949917047525	RAD51 paralog C
HELZ	1.053611859742595	helicase with zinc finger
SNX11	1.0542336344970327	sorting nexin 11
NME1-NME2	1.0543983960441332	NME1-NME2 readthrough
DPF1	1.0544268379530795	double PHD fingers 1
NDUFB11	1.0544395846255978	NADH:ubiquinone oxidoreductase subunit B11
GAS7	1.0546850397037217	growth arrest specific 7
NAA15	1.0552080216214055	N-alpha-acetyltransferase 15, NatA auxiliary subunit
NSUN2	1.0552832572910131	NOP2/Sun RNA methyltransferase 2
DBNL	1.055415062044771	drebrin like
SERPINB9	1.0558819852893797	serpin family B member 9
CILP2	1.0558832239453515	cartilage intermediate layer protein 2
PRKACA	1.0560451924150303	protein kinase cAMP-activated catalytic subunit alpha
EPM2AIP1	1.0560542051176196	EPM2A interacting protein 1
MORC1	1.056226899884658	MORC family CW-type zinc finger 1
NFYC	1.0562698760306883	nuclear transcription factor Y subunit gamma
SMOC2	1.0566118835523606	SPARC related modular calcium binding 2
GPX8	1.0570365548295595	glutathione peroxidase 8 (putative)
PIK3C3	1.0571000923851812	phosphatidylinositol 3-kinase catalytic subunit type 3
SPECC1L	1.057121719338169	sperm antigen with calponin homology and coiled-coil domains 1 like
OTULIN	1.0575120879036548	OTU deubiquitinase with linear linkage specificity
FMNL1	1.057549015454824	formin like 1
DDRGK1	1.0575985739429552	DDRGK domain containing 1
TRIM56	1.057644413353438	tripartite motif containing 56
CORO7	1.05765459884543	coronin 7
GLTSCR1	1.0576700509519608	BRD4 interacting chromatin remodeling complex associated protein
RNPC3	1.0578270732760438	RNA binding region (RNP1, RRM) containing 3
ARHGEF1	1.0579880114681877	Rho guanine nucleotide exchange factor 1
SRPRB	1.0582418262308717	SRP receptor subunit beta
UBE2D2	1.0584227742456538	ubiquitin conjugating enzyme E2 D2
ALKBH5	1.0584478707979794	alkB homolog 5, RNA demethylase
GNPDA1	1.058778122244059	glucosamine-6-phosphate deaminase 1
WWTR1	1.0592404163791707	WW domain containing transcription regulator 1
ZNF580	1.0593658426814898	zinc finger protein 580
C5orf51	1.0595538205101467	RAB7A interacting MON1-CCZ1 complex subunit 1
SEC11C	1.0596172681546259	SEC11 homolog C, signal peptidase complex subunit
GMPS	1.0598124824383235	guanine monophosphate synthase
KRT5	1.0600547427274385	keratin 5
STK39	1.0600831148010634	serine/threonine kinase 39
ATP2B1	1.0601197480037403	ATPase plasma membrane Ca2+ transporting 1
RNMT	1.0601211553593917	RNA guanine-7 methyltransferase
IL33	1.060146057115038	interleukin 33
PTDSS1	1.0602284456344466	phosphatidylserine synthase 1
HLA-DQB2	1.0603575507706462	major histocompatibility complex, class II, DQ beta 2
CAMK2B	1.0603978263576002	calcium/calmodulin dependent protein kinase II beta
PTPRA	1.0607231939229993	protein tyrosine phosphatase receptor type A
ZNF331	1.0607488567199936	zinc finger protein 331
DIP2B	1.0609453313342891	disco interacting protein 2 homolog B
PDCD10	1.0609543430531538	programmed cell death 10
MRPL11	1.0609682499798136	mitochondrial ribosomal protein L11
NUDT8	1.0610714674861303	nudix hydrolase 8
GIT2	1.0612825560867658	GIT ArfGAP 2
TMBIM6	1.0614298257898351	transmembrane BAX inhibitor motif containing 6
MX2	1.0614343741841101	MX dynamin like GTPase 2
TSSC4	1.0616771605353719	tumor suppressing subtransferable candidate 4
DCAF8	1.0616835988791138	DDB1 and CUL4 associated factor 8
VPS13D	1.0618374365825762	vacuolar protein sorting 13 homolog D
CLPTM1L	1.0619318017265313	CLPTM1 like
SLITRK5	1.0620481532235624	SLIT and NTRK like family member 5
ATG4A	1.0622930799929213	autophagy related 4A cysteine peptidase
SHANK3	1.062359319336839	SH3 and multiple ankyrin repeat domains 3
FAM109B	1.062417818979304	PH domain containing endocytic trafficking adaptor 2
IFITM2	1.0628444667352568	interferon induced transmembrane protein 2
POP5	1.0630250818934988	POP5 homolog, ribonuclease P/MRP subunit
SMARCC1	1.0631427873520893	SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1
GRHL2	1.0632490665501493	grainyhead like transcription factor 2
NAP1L1	1.0634426997644864	nucleosome assembly protein 1 like 1
SIRT1	1.0635254108459908	sirtuin 1
C11orf54	1.0635343353283049	chromosome 11 open reading frame 54
PCLO	1.0636974724310018	piccolo presynaptic cytomatrix protein
TRMT1	1.0638196564623994	tRNA methyltransferase 1
MBOAT7	1.0642739993879233	membrane bound O-acyltransferase domain containing 7
ZMYM4	1.064551127625069	zinc finger MYM-type containing 4
PHF21B	1.0646606917502714	PHD finger protein 21B
WTIP	1.0656559892098538	WT1 interacting protein
RPS11	1.0657609902425036	ribosomal protein S11
PTGES2	1.0658022150670252	prostaglandin E synthase 2
LEO1	1.065871894290328	LEO1 homolog, Paf1/RNA polymerase II complex component
FCHO1	1.0663226275967168	FCH and mu domain containing endocytic adaptor 1
JMY	1.0666054186572562	junction mediating and regulatory protein, p53 cofactor
PEX3	1.066626858263943	peroxisomal biogenesis factor 3
UACA	1.0666367550796318	uveal autoantigen with coiled-coil domains and ankyrin repeats
TXNDC16	1.0666513761420358	thioredoxin domain containing 16
TPM3	1.0671799484859292	tropomyosin 3
ACVR1	1.0675541519465792	activin A receptor type 1
OSBPL3	1.0676189450846891	oxysterol binding protein like 3
TPPP3	1.0676448620026666	tubulin polymerization promoting protein family member 3
ATP5I	1.0677162165751188	ATP synthase membrane subunit e
ZNF777	1.06780115524621	zinc finger protein 777
SUCLG2	1.0678213917205914	succinate-CoA ligase GDP-forming subunit beta
EDF1	1.0680144628187689	endothelial differentiation related factor 1
SLC35B2	1.0680257088261815	solute carrier family 35 member B2
BST2	1.0681930449809207	bone marrow stromal cell antigen 2
FOXRED1	1.068450579371541	FAD dependent oxidoreductase domain containing 1
DYNC2LI1	1.0684820874119887	dynein cytoplasmic 2 light intermediate chain 1
DCX	1.068855087522325	doublecortin
NCOA1	1.0691887463595662	nuclear receptor coactivator 1
SCGB2A2	1.0692653490292332	secretoglobin family 2A member 2
WHAMM	1.0696214375200976	WASP homolog associated with actin, golgi membranes and microtubules
MAGI3	1.069836202249267	membrane associated guanylate kinase, WW and PDZ domain containing 3
EIF3A	1.0703327865208867	eukaryotic translation initiation factor 3 subunit A
PDK2	1.0704006282389686	pyruvate dehydrogenase kinase 2
PRF1	1.0705393267301284	perforin 1
VANGL1	1.0705911930839236	VANGL planar cell polarity protein 1
SYVN1	1.070661371440046	synoviolin 1
ZNF219	1.0706903966870056	zinc finger protein 219
SP6	1.0708058168947012	Sp6 transcription factor
GNPTG	1.0708077807771752	N-acetylglucosamine-1-phosphate transferase subunit gamma
SBF1	1.0708349337736132	SET binding factor 1
UBE2R2	1.0711274376358082	ubiquitin conjugating enzyme E2 R2
LYRM2	1.0711336296905447	LYR motif containing 2
PTPN2	1.0713564613237425	protein tyrosine phosphatase non-receptor type 2
PARD6G	1.0714876891942628	par-6 family cell polarity regulator gamma
ERF	1.0715100005867149	ETS2 repressor factor
ABCC9	1.0717494037557693	ATP binding cassette subfamily C member 9
GUK1	1.0718136148504782	guanylate kinase 1
EIF3C	1.0720856227917723	eukaryotic translation initiation factor 3 subunit C
CLINT1	1.0722137816730295	clathrin interactor 1
SEPTIN4	1.07230330616013	septin 4
ZGPAT	1.0723366846001856	zinc finger CCCH-type and G-patch domain containing
PPP1R9A	1.0727736807289818	protein phosphatase 1 regulatory subunit 9A
APCS	1.0727829196363567	amyloid P component, serum
PRAF2	1.0729831417564635	PRA1 domain family member 2
